pat_no,claim_no,word_ct,char_ct,or_ct,sf_ct,cns_ct,ind_flg,appl_id
3930271,4,53,299,0,0,0,1,
3930271,2,31,194,0,0,0,0,
3930271,3,66,452,0,0,0,1,
3930271,1,53,347,0,0,0,1,
3930274,6,29,164,0,0,0,0,
3930274,7,39,243,0,0,0,0,
3930274,1,227,1453,1,0,0,1,
3930274,4,47,287,0,0,0,0,
3930274,3,30,195,0,0,0,0,
3930274,2,48,305,0,0,0,0,
3930274,5,43,247,0,0,0,0,
3930276,9,23,145,0,0,0,0,
3930276,2,122,715,0,0,0,1,
3930276,10,34,199,0,0,0,0,
3930276,3,183,1051,0,0,0,1,
3930276,6,82,500,0,0,0,0,
3930276,8,42,252,0,0,0,0,
3930276,4,93,579,0,0,0,1,
3930276,5,29,171,0,0,0,0,
3930276,12,129,769,0,0,0,1,
3930276,1,95,550,0,0,0,1,
3930276,11,74,456,1,0,0,0,
3930276,7,37,208,0,0,0,0,
3930277,4,84,527,0,0,0,1,
3930277,6,172,991,0,0,0,1,
3930277,7,39,217,0,0,0,0,
3930277,3,18,90,0,0,0,0,
3930277,5,15,77,0,0,0,0,
3930277,2,14,70,0,0,0,0,
3930277,1,130,793,0,0,0,1,
3930280,12,75,489,0,0,0,0,5483694.0
3930280,2,149,985,0,0,0,1,5483694.0
3930280,9,49,303,0,0,0,0,5483694.0
3930280,5,50,301,0,0,0,0,5483694.0
3930280,4,15,86,0,0,0,0,5483694.0
3930280,6,123,893,0,0,0,1,5483694.0
3930280,7,58,361,0,0,0,0,5483694.0
3930280,11,49,305,0,0,0,0,5483694.0
3930280,14,49,304,0,0,0,0,5483694.0
3930280,13,18,106,0,0,0,0,5483694.0
3930280,1,159,1063,0,0,0,1,5483694.0
3930280,10,15,86,0,0,0,0,5483694.0
3930280,8,78,487,0,0,0,0,5483694.0
3930280,15,221,1536,0,0,0,1,5483694.0
3930280,3,50,300,0,0,0,0,5483694.0
3930281,14,42,255,0,0,0,0,
3930281,4,72,408,0,0,0,0,
3930281,9,63,404,0,0,0,0,
3930281,1,302,1955,0,0,0,1,
3930281,3,76,460,0,0,0,0,
3930281,2,32,205,0,0,0,0,
3930281,11,71,417,0,0,0,0,
3930281,6,118,769,0,0,0,0,
3930281,15,92,570,0,0,0,0,
3930281,5,53,329,0,0,0,0,
3930281,8,85,538,0,0,0,0,
3930281,7,45,258,0,0,0,0,
3930281,12,69,439,0,0,0,0,
3930281,13,22,141,0,0,0,0,
3930281,10,85,538,0,0,0,0,
3930282,6,61,375,0,0,0,0,
3930282,8,90,543,0,0,0,0,
3930282,2,63,414,0,0,0,0,
3930282,4,65,440,0,0,0,0,
3930282,5,71,475,0,0,0,0,
3930282,3,77,480,0,0,0,0,
3930282,1,308,1951,0,0,0,1,
3930282,7,111,678,0,0,0,0,
3930285,6,58,366,0,0,0,0,
3930285,20,39,246,0,0,0,0,
3930285,9,24,153,0,0,0,0,
3930285,4,42,280,0,0,0,0,
3930285,3,71,419,0,0,0,0,
3930285,19,27,170,0,0,0,0,
3930285,18,34,189,0,0,0,0,
3930285,13,163,1017,0,0,0,1,
3930285,1,174,1087,1,0,0,1,
3930285,15,63,395,0,0,0,0,
3930285,5,48,315,0,0,0,0,
3930285,21,62,365,0,0,0,0,
3930285,12,224,1399,1,0,0,1,
3930285,14,50,324,0,0,0,0,
3930285,16,105,642,1,0,0,1,
3930285,17,26,162,0,0,0,0,
3930285,11,57,353,0,0,0,0,
3930285,7,47,306,0,0,0,0,
3930285,2,27,170,0,0,0,0,
3930285,8,87,568,0,0,0,0,
3930285,10,248,1542,0,0,0,1,
3930286,2,38,230,0,0,0,0,5530877.0
3930286,1,136,799,0,0,0,1,5530877.0
3930286,3,33,223,0,0,0,0,5530877.0
3930291,2,10,63,0,0,0,0,
3930291,3,216,1273,0,0,0,1,
3930291,1,160,903,0,0,0,1,
3930291,4,11,76,0,0,0,0,
3930296,32,22,129,0,0,0,0,5491994.0
3930296,35,27,170,0,0,0,0,5491994.0
3930296,24,21,116,0,0,0,0,5491994.0
3930296,4,30,166,0,0,0,0,5491994.0
3930296,6,44,262,0,0,0,0,5491994.0
3930296,37,22,136,0,0,0,0,5491994.0
3930296,29,112,653,0,0,0,0,5491994.0
3930296,10,52,305,0,0,0,0,5491994.0
3930296,1,154,951,0,0,0,1,5491994.0
3930296,20,127,772,0,0,0,0,5491994.0
3930296,11,27,140,0,0,0,0,5491994.0
3930296,31,101,602,0,0,0,0,5491994.0
3930296,9,18,106,0,0,0,0,5491994.0
3930296,39,94,546,0,0,0,0,5491994.0
3930296,16,81,445,0,0,0,0,5491994.0
3930296,13,46,273,0,0,0,0,5491994.0
3930296,21,63,384,0,0,0,0,5491994.0
3930296,28,37,245,0,0,0,0,5491994.0
3930296,7,78,508,0,0,0,0,5491994.0
3930296,2,28,177,0,0,0,0,5491994.0
3930296,8,22,123,0,0,0,0,5491994.0
3930296,22,71,424,0,0,0,0,5491994.0
3930296,41,109,648,0,0,0,0,5491994.0
3930296,40,37,213,0,0,0,0,5491994.0
3930296,38,40,236,0,0,0,0,5491994.0
3930296,36,30,164,0,0,0,0,5491994.0
3930296,34,58,340,0,0,0,0,5491994.0
3930296,26,152,1003,0,0,0,0,5491994.0
3930296,12,268,1605,0,0,0,1,5491994.0
3930296,19,74,426,0,0,0,0,5491994.0
3930296,14,39,255,0,0,0,0,5491994.0
3930296,23,59,348,0,0,0,0,5491994.0
3930296,17,88,526,0,0,0,0,5491994.0
3930296,30,109,677,0,0,0,0,5491994.0
3930296,25,25,149,0,0,0,0,5491994.0
3930296,5,65,365,0,0,0,0,5491994.0
3930296,15,47,259,0,0,0,0,5491994.0
3930296,18,58,325,0,0,0,0,5491994.0
3930296,27,96,610,0,0,0,0,5491994.0
3930296,3,31,180,0,0,0,0,5491994.0
3930296,33,322,1977,0,0,0,1,5491994.0
3930298,5,143,870,0,0,0,1,5554971.0
3930298,8,274,1668,0,0,0,1,5554971.0
3930298,7,230,1376,0,0,0,1,5554971.0
3930298,6,37,205,0,0,0,0,5554971.0
3930298,4,26,150,0,0,0,0,5554971.0
3930298,2,183,1078,0,0,0,1,5554971.0
3930298,3,31,173,0,0,0,0,5554971.0
3930298,1,155,946,0,0,0,1,5554971.0
3930299,4,317,1899,0,0,0,1,
3930299,2,215,1313,0,0,0,1,
3930299,1,114,723,1,0,0,1,
3930299,5,495,2969,0,0,0,1,
3930299,3,219,1306,0,0,0,0,
3930301,10,13,81,0,0,0,0,
3930301,7,56,315,0,0,0,0,
3930301,6,92,577,0,0,0,0,
3930301,14,98,591,0,0,0,0,
3930301,8,48,296,0,0,0,0,
3930301,3,24,150,0,0,0,0,
3930301,9,27,155,0,0,0,0,
3930301,1,268,1654,1,0,0,1,
3930301,2,36,195,0,0,0,0,
3930301,15,22,144,0,0,0,0,
3930301,12,92,540,0,0,0,0,
3930301,11,37,221,0,0,0,0,
3930301,13,98,565,0,0,0,0,
3930301,5,51,318,0,0,0,0,
3930301,4,70,417,0,0,0,0,
3930302,3,36,188,0,0,0,0,
3930302,1,131,811,0,0,0,1,
3930302,2,37,211,0,0,0,0,
3930303,1,185,1065,0,0,0,1,
3930304,2,53,330,0,0,0,0,
3930304,1,80,504,0,0,0,1,
3930304,5,41,241,0,0,0,0,
3930304,8,33,205,0,0,0,0,
3930304,11,84,497,0,0,0,0,
3930304,4,54,338,0,0,0,0,
3930304,9,32,202,0,0,0,0,
3930304,7,48,275,0,0,0,0,
3930304,14,53,301,0,0,0,0,
3930304,6,38,230,0,0,0,0,
3930304,3,41,241,0,0,0,0,
3930304,13,58,377,0,0,0,0,
3930304,12,153,1018,0,0,0,1,
3930304,10,84,496,0,0,0,0,
3930305,1,163,1098,0,0,0,1,
3930305,2,199,1306,0,0,0,1,
3930307,2,39,304,0,0,0,0,
3930307,4,126,851,0,0,0,1,
3930307,12,62,384,0,0,0,0,
3930307,5,24,155,0,0,0,0,
3930307,6,26,163,0,0,0,0,
3930307,10,42,281,0,0,0,0,
3930307,1,98,679,0,0,0,1,
3930307,13,35,231,0,0,0,0,
3930307,7,22,131,0,0,0,0,
3930307,11,20,140,0,0,0,0,
3930307,3,43,288,0,0,0,0,
3930307,8,39,265,0,0,0,0,
3930307,9,38,271,0,0,0,0,
3930311,1,121,722,0,0,0,1,5426487.0
3930318,9,145,810,0,0,0,0,
3930318,8,336,2154,0,0,0,1,
3930318,3,17,106,0,0,0,0,
3930318,10,226,1458,0,0,0,1,
3930318,2,42,275,0,0,0,0,
3930318,5,31,168,0,0,0,0,
3930318,7,29,191,0,0,0,0,
3930318,6,20,126,0,0,0,0,
3930318,1,158,1074,0,0,0,1,
3930318,4,202,1352,0,0,0,1,
3930320,1,277,1529,0,0,0,1,
3930320,5,69,390,0,0,0,0,
3930320,2,135,774,0,0,0,0,
3930320,6,99,602,0,0,0,0,
3930320,3,246,1489,0,0,0,1,
3930320,4,82,505,0,0,0,0,
3930321,8,41,223,0,0,0,0,
3930321,4,64,377,0,0,0,0,
3930321,3,30,183,0,0,0,0,
3930321,5,48,260,0,0,0,0,
3930321,2,32,193,0,0,0,0,
3930321,1,187,1175,1,0,0,1,
3930321,10,77,409,0,0,0,0,
3930321,6,86,490,0,0,0,0,
3930321,7,26,144,0,0,0,0,
3930321,9,28,172,0,0,0,0,
3930321,11,270,1617,1,0,0,1,
3930324,1,222,1316,0,0,0,1,
3930324,6,56,337,0,0,0,0,
3930324,7,25,161,0,0,0,0,
3930324,5,17,110,0,0,0,0,
3930324,8,30,216,0,0,0,0,
3930324,10,38,268,0,0,0,0,
3930324,2,45,258,0,0,0,0,
3930324,9,26,161,0,0,0,0,
3930324,4,26,174,0,0,0,0,
3930324,3,30,191,0,0,0,0,
3930325,2,28,184,0,0,0,0,5491463.0
3930325,5,115,842,0,0,0,1,5491463.0
3930325,7,25,159,0,0,0,0,5491463.0
3930325,1,84,614,0,0,0,1,5491463.0
3930325,6,19,127,0,0,0,0,5491463.0
3930325,4,29,173,0,0,0,0,5491463.0
3930325,8,28,171,0,0,0,0,5491463.0
3930325,3,32,205,0,0,0,0,5491463.0
3930326,2,320,2109,0,0,0,0,
3930326,3,386,2423,0,0,0,0,
3930326,1,343,2135,0,0,0,1,
3930328,4,20,140,0,0,0,0,
3930328,1,61,396,0,0,0,1,
3930328,3,20,140,0,0,0,0,
3930328,2,25,142,0,0,0,0,
3930329,2,25,153,0,0,0,0,
3930329,4,34,204,0,0,0,0,
3930329,1,92,575,0,0,0,1,
3930329,3,25,127,0,0,0,0,
3930331,5,51,302,0,0,0,0,
3930331,7,59,345,0,1,1,0,
3930331,2,54,280,0,0,0,0,
3930331,3,29,162,0,0,0,0,
3930331,4,27,143,0,0,0,0,
3930331,8,36,212,0,1,1,0,
3930331,6,47,283,0,0,0,0,
3930331,1,185,1061,0,0,0,1,
3930332,3,22,148,0,0,0,0,
3930332,4,48,254,0,0,0,0,
3930332,10,33,189,1,0,0,0,
3930332,5,53,340,0,0,0,0,
3930332,2,30,177,0,0,0,0,
3930332,9,65,385,0,0,0,0,
3930332,1,136,843,0,0,0,1,
3930332,11,92,550,0,0,0,1,
3930332,7,77,470,0,0,0,0,
3930332,8,32,179,0,0,0,0,
3930332,6,22,135,0,0,0,0,
3930333,3,36,215,0,0,0,0,
3930333,2,45,261,0,0,0,0,
3930333,1,142,876,0,0,0,1,
3930333,5,41,235,0,0,0,0,
3930333,7,126,871,0,0,0,1,
3930333,4,52,317,0,0,0,0,
3930333,6,44,248,0,0,0,0,
3930338,5,20,121,0,0,0,0,
3930338,4,39,218,0,0,0,0,
3930338,3,25,148,0,0,0,0,
3930338,1,130,803,0,0,0,1,
3930338,2,27,172,0,0,0,0,
3930338,7,49,306,0,0,0,0,
3930338,6,22,131,0,0,0,0,
3930339,4,74,444,0,0,0,0,
3930339,3,30,194,0,0,0,0,
3930339,2,40,278,0,0,0,0,
3930339,1,163,998,0,0,0,1,
3930340,2,85,497,0,0,0,0,
3930340,5,34,186,0,0,0,0,
3930340,4,48,260,0,0,0,0,
3930340,3,49,275,0,0,0,0,
3930340,1,137,833,0,0,0,1,
3930341,2,25,157,0,0,0,0,
3930341,4,43,276,0,0,0,0,
3930341,3,25,163,0,0,0,0,
3930341,11,31,185,0,0,0,0,
3930341,5,40,243,0,0,0,0,
3930341,1,86,599,0,0,0,1,
3930341,10,85,483,1,0,0,0,
3930341,9,72,417,0,0,0,0,
3930341,13,80,541,0,0,0,0,
3930341,8,33,205,0,0,0,0,
3930341,12,43,250,0,0,0,0,
3930341,6,31,187,0,0,0,0,
3930341,7,31,204,0,0,0,0,
3930342,8,204,1171,7,0,0,1,
3930342,28,204,1308,0,0,0,1,
3930342,19,247,1580,3,0,0,1,
3930342,13,65,365,1,0,0,0,
3930342,11,30,176,1,0,0,0,
3930342,2,40,228,1,0,0,0,
3930342,7,77,460,1,0,0,0,
3930342,21,43,256,1,0,0,0,
3930342,15,87,527,1,0,0,0,
3930342,23,239,1413,1,0,0,1,
3930342,22,239,1524,3,0,0,1,
3930342,3,72,416,1,0,0,0,
3930342,14,130,778,2,0,0,1,
3930342,29,156,964,0,0,0,1,
3930342,30,187,1118,6,0,0,1,
3930342,6,56,324,3,0,0,0,
3930342,1,74,462,2,0,0,1,
3930342,27,183,1208,0,0,0,1,
3930342,16,110,676,1,0,0,0,
3930342,9,74,437,1,0,0,0,
3930342,26,148,907,0,0,0,1,
3930342,25,52,305,1,0,0,0,
3930342,18,59,348,1,0,0,0,
3930342,20,54,318,1,0,0,0,
3930342,10,89,504,3,0,0,0,
3930342,24,108,652,2,0,0,1,
3930342,12,67,424,1,0,0,0,
3930342,4,196,1149,4,0,0,1,
3930342,5,62,349,1,0,0,0,
3930342,17,189,1198,3,0,0,1,
3930343,2,30,154,0,0,0,0,
3930343,7,34,221,0,0,0,0,
3930343,3,18,106,0,0,0,0,
3930343,4,39,232,0,0,0,0,
3930343,5,31,207,0,0,0,0,
3930343,1,212,1412,0,0,0,1,
3930343,6,215,1438,0,0,0,1,
3930344,2,123,727,0,0,0,0,
3930344,3,108,635,0,0,0,0,
3930344,7,15,91,0,0,0,0,
3930344,8,127,803,0,0,0,1,
3930344,5,188,1152,0,0,0,1,
3930344,1,149,935,0,0,0,1,
3930344,4,45,261,0,0,0,0,
3930344,6,29,171,0,0,0,0,
3930345,1,297,1885,0,0,0,1,
3930345,2,42,249,0,0,0,0,
3930345,3,43,307,0,0,0,0,
3930345,4,108,670,0,0,0,0,
3930347,1,143,877,2,0,0,1,
3930347,5,42,254,0,0,0,0,
3930347,4,110,649,1,0,0,0,
3930347,3,68,393,0,0,0,0,
3930347,7,136,861,0,0,0,1,
3930347,6,48,317,0,0,0,0,
3930347,2,39,240,0,0,0,0,
3930350,15,54,330,0,0,0,0,
3930350,12,94,569,0,0,0,0,
3930350,16,41,273,0,0,0,0,
3930350,3,61,387,0,0,0,0,
3930350,28,27,175,0,0,0,0,
3930350,9,98,582,2,0,0,0,
3930350,14,179,1187,0,0,0,1,
3930350,21,61,387,0,0,0,0,
3930350,23,12,58,0,0,0,0,
3930350,7,23,131,0,0,0,0,
3930350,11,17,105,0,0,0,0,
3930350,24,18,110,0,0,0,0,
3930350,17,15,91,0,0,0,0,
3930350,8,55,302,0,0,0,0,
3930350,13,27,185,0,0,0,0,
3930350,5,16,104,0,0,0,0,
3930350,18,93,544,0,0,0,0,
3930350,10,37,239,0,0,0,0,
3930350,2,32,187,0,0,0,0,
3930350,22,20,122,0,0,0,0,
3930350,4,17,104,0,0,0,0,
3930350,1,126,756,0,0,0,1,
3930350,19,75,479,0,0,0,0,
3930350,27,70,431,2,0,0,0,
3930350,20,34,210,0,0,0,0,
3930350,26,27,166,1,0,0,0,
3930350,6,55,377,0,0,0,0,
3930350,25,11,55,0,0,0,0,
3930350,29,33,202,0,0,0,0,
3930351,3,144,862,0,0,0,1,
3930351,4,18,108,0,0,0,0,
3930351,6,47,294,0,0,0,0,
3930351,2,25,153,0,0,0,0,
3930351,1,130,775,0,0,0,1,
3930351,5,34,197,0,0,0,0,
3930353,8,16,99,0,0,0,0,
3930353,7,24,145,0,0,0,0,
3930353,5,24,145,0,0,0,0,
3930353,6,17,106,0,0,0,0,
3930353,3,24,145,0,0,0,0,
3930353,1,194,1206,0,0,0,1,
3930353,4,16,99,0,0,0,0,
3930353,9,24,145,0,0,0,0,
3930353,2,17,106,0,0,0,0,
3930362,4,41,226,0,0,0,0,
3930362,1,154,936,0,0,0,1,
3930362,7,201,1292,0,0,0,1,
3930362,5,252,1509,1,0,0,1,
3930362,8,43,232,0,0,0,0,
3930362,9,251,1530,1,0,0,1,
3930362,3,192,1208,0,0,0,1,
3930362,6,31,173,0,0,0,0,
3930362,2,67,392,0,0,0,0,
3930364,12,67,372,0,0,0,0,
3930364,8,161,922,0,0,0,1,
3930364,7,68,376,0,0,0,0,
3930364,1,80,454,0,0,0,1,
3930364,6,79,437,0,0,0,0,
3930364,2,25,133,0,0,0,0,
3930364,4,18,96,0,0,0,0,
3930364,5,185,978,0,0,0,0,
3930364,3,66,370,0,0,0,0,
3930364,9,21,111,0,0,0,0,
3930364,10,186,986,0,0,0,0,
3930364,11,78,433,0,0,0,0,
3930370,2,54,347,0,0,0,0,
3930370,17,15,86,0,0,0,0,
3930370,7,26,146,0,0,0,0,
3930370,10,13,86,0,0,0,0,
3930370,19,59,368,0,0,0,0,
3930370,13,54,323,0,0,0,0,
3930370,29,317,1949,0,0,0,1,
3930370,28,12,79,0,0,0,0,
3930370,6,58,356,0,0,0,0,
3930370,21,105,655,0,0,0,0,
3930370,11,15,94,0,0,0,0,
3930370,15,15,86,0,0,0,0,
3930370,12,84,509,0,0,0,0,
3930370,20,31,185,0,0,0,0,
3930370,5,85,574,1,0,0,0,
3930370,26,14,85,0,0,0,0,
3930370,23,56,349,0,0,0,0,
3930370,1,312,1830,0,0,0,1,
3930370,9,13,82,0,0,0,0,
3930370,27,58,368,0,0,0,0,
3930370,4,34,224,0,0,0,0,
3930370,24,13,86,0,0,0,0,
3930370,3,79,527,0,0,0,0,
3930370,8,42,270,1,0,0,0,
3930370,14,15,86,0,0,0,0,
3930370,16,15,86,0,0,0,0,
3930370,18,273,1702,0,0,0,1,
3930370,25,14,85,0,0,0,0,
3930370,22,68,424,0,0,0,0,
3930371,7,25,137,0,0,0,0,
3930371,5,43,255,0,0,0,0,
3930371,3,60,341,0,0,0,0,
3930371,6,33,184,0,0,0,0,
3930371,1,83,494,0,0,0,1,
3930371,4,28,180,0,0,0,0,
3930371,2,28,143,0,0,0,0,
3930377,1,347,2291,0,0,0,1,5398538.0
3930380,1,252,1516,0,0,0,1,
3930380,2,267,1631,0,0,0,1,
3930380,4,421,2639,0,0,0,1,
3930380,3,341,2131,0,0,0,1,
3930381,3,73,431,0,0,0,0,
3930381,5,38,235,0,0,0,0,
3930381,6,29,155,0,0,0,0,
3930381,1,191,1226,0,0,0,1,
3930381,2,24,140,0,0,0,0,
3930381,4,36,210,0,0,0,0,
3930385,9,51,280,0,0,0,0,
3930385,5,17,105,0,0,0,0,
3930385,8,30,185,0,0,0,0,
3930385,7,29,167,0,0,0,0,
3930385,1,90,589,0,0,0,1,
3930385,3,14,70,0,0,0,0,
3930385,11,31,182,0,0,0,0,
3930385,10,24,140,0,0,0,0,
3930385,2,33,205,0,0,0,0,
3930385,4,37,206,0,0,0,0,
3930385,6,19,99,0,0,0,0,
3930388,2,35,214,0,0,0,0,
3930388,20,230,1485,0,0,0,1,
3930388,7,228,1440,0,0,0,1,
3930388,12,46,289,0,0,0,0,
3930388,5,26,174,0,0,0,0,
3930388,13,137,882,0,0,0,1,
3930388,17,57,389,0,0,0,0,
3930388,16,40,256,0,0,0,0,
3930388,15,68,418,0,0,0,0,
3930388,14,79,505,0,0,0,0,
3930388,19,209,1353,0,0,0,1,
3930388,3,20,140,0,0,0,0,
3930388,1,188,1211,0,0,0,1,
3930388,10,17,118,0,0,0,0,
3930388,9,21,146,0,0,0,0,
3930388,8,36,220,0,0,0,0,
3930388,6,45,283,0,0,0,0,
3930388,11,27,181,0,0,0,0,
3930388,18,34,217,0,0,0,0,
3930388,4,16,112,0,0,0,0,
3930390,1,107,622,0,0,0,1,
3930390,5,24,140,0,0,0,0,
3930390,4,48,300,0,0,0,0,
3930390,3,54,326,0,0,0,0,
3930390,2,22,136,0,0,0,0,
3930390,7,20,114,0,0,0,0,
3930390,6,45,244,0,0,0,0,
3930391,1,224,1425,0,0,0,1,
3930391,2,264,1610,0,0,0,1,
3930391,3,300,1825,0,0,0,1,
3930394,1,340,1938,0,0,0,1,
3930394,3,47,253,0,0,0,0,
3930394,2,79,466,0,0,0,0,
3930395,4,31,197,0,0,0,0,
3930395,3,24,157,0,0,0,0,
3930395,2,25,150,0,0,0,0,
3930395,1,94,585,0,0,0,1,
3930397,2,39,204,0,0,0,0,
3930397,1,356,2246,0,0,0,1,
3930397,3,39,231,0,0,0,0,
3930401,12,109,720,0,0,0,1,
3930401,9,46,268,0,0,0,0,
3930401,5,30,175,0,0,0,0,
3930401,13,148,957,0,0,0,1,
3930401,11,33,185,0,0,0,0,
3930401,7,69,443,0,0,0,0,
3930401,8,39,239,0,0,0,0,
3930401,10,33,185,0,0,0,0,
3930401,6,26,170,0,0,0,0,
3930401,2,39,239,0,0,0,0,
3930401,1,115,782,0,0,0,1,
3930401,4,25,148,0,0,0,0,
3930401,3,28,188,0,0,0,0,
3930402,2,16,116,0,0,0,0,
3930402,3,21,134,0,0,0,0,
3930402,1,129,788,0,0,0,1,
3930402,4,34,204,0,0,0,0,
3930402,7,204,1419,0,0,0,1,
3930402,6,189,1322,0,0,0,1,
3930402,8,60,332,0,0,0,0,
3930402,9,185,1120,0,0,0,1,
3930402,5,43,293,0,0,0,0,
3930404,20,34,224,0,0,0,0,5372202.0
3930404,2,106,757,0,0,0,0,5372202.0
3930404,5,11,67,0,0,0,0,5372202.0
3930404,15,134,901,0,0,0,0,5372202.0
3930404,11,32,197,0,0,0,0,5372202.0
3930404,10,290,1925,0,0,0,0,5372202.0
3930404,13,128,884,0,0,0,1,5372202.0
3930404,18,31,200,0,0,0,0,5372202.0
3930404,3,39,253,0,0,0,0,5372202.0
3930404,9,32,201,0,0,0,0,5372202.0
3930404,16,572,3921,0,0,0,1,5372202.0
3930404,6,11,65,0,0,0,0,5372202.0
3930404,1,259,1798,0,0,0,1,5372202.0
3930404,4,33,204,0,0,0,0,5372202.0
3930404,7,34,199,0,0,0,0,5372202.0
3930404,19,424,2932,0,0,0,1,5372202.0
3930404,12,79,546,0,0,0,0,5372202.0
3930404,17,49,338,0,0,0,0,5372202.0
3930404,8,18,129,0,0,0,0,5372202.0
3930404,14,73,511,0,0,0,0,5372202.0
3930408,3,20,125,0,0,0,0,
3930408,2,28,160,0,0,0,0,
3930408,5,29,163,0,0,0,0,
3930408,1,89,575,0,0,0,1,
3930408,6,21,116,0,0,0,0,
3930408,9,22,122,0,0,0,0,
3930408,4,33,186,0,0,0,0,
3930408,8,45,261,0,0,0,0,
3930408,10,23,132,0,0,0,0,
3930408,7,45,261,0,0,0,0,
3930412,5,191,1186,0,0,0,1,
3930412,10,33,207,0,0,0,0,
3930412,9,14,87,0,0,0,0,
3930412,4,18,140,0,0,0,0,
3930412,1,209,1364,0,0,0,1,
3930412,3,19,136,0,0,0,0,
3930412,8,20,152,0,0,0,0,
3930412,7,23,132,0,0,0,0,
3930412,6,22,136,0,0,0,0,
3930412,2,16,111,0,0,0,0,
3930414,1,123,736,0,0,0,1,
3930414,3,151,903,0,0,0,1,
3930414,4,68,422,0,0,0,0,
3930414,2,222,1283,0,0,0,1,
3930420,6,32,190,0,0,0,0,5511930.0
3930420,9,48,261,0,0,0,0,5511930.0
3930420,1,71,415,0,0,0,1,5511930.0
3930420,3,22,131,0,0,0,0,5511930.0
3930420,7,30,175,0,0,0,0,5511930.0
3930420,2,22,131,0,0,0,0,5511930.0
3930420,8,30,170,0,0,0,0,5511930.0
3930420,10,33,184,0,0,0,0,5511930.0
3930420,4,22,130,0,0,0,0,5511930.0
3930420,5,38,222,0,0,0,0,5511930.0
3930421,2,27,182,0,0,0,0,5541643.0
3930421,4,24,165,0,0,0,0,5541643.0
3930421,3,25,175,0,0,0,0,5541643.0
3930421,1,75,526,0,0,0,1,5541643.0
3930422,2,20,122,0,0,0,0,
3930422,1,205,1226,0,0,0,1,
3930427,2,56,327,0,0,0,0,
3930427,1,130,822,1,0,0,1,
3930437,2,19,124,0,0,0,0,
3930437,5,24,148,0,0,0,0,
3930437,6,24,148,0,0,0,0,
3930437,1,252,1483,0,0,0,1,
3930437,4,90,523,0,0,0,0,
3930437,3,47,279,0,0,0,0,
3930443,1,175,1094,0,0,0,1,
3930443,2,76,514,0,0,0,0,
3930449,3,35,226,0,0,0,0,
3930449,1,103,651,0,0,0,1,
3930449,2,37,227,0,0,0,0,
3930449,4,42,239,0,0,0,0,
3930449,5,79,537,0,0,0,0,
3930450,16,38,234,0,0,0,0,
3930450,1,96,581,0,0,0,1,
3930450,6,40,237,0,0,0,0,
3930450,12,139,856,0,0,0,1,
3930450,2,60,377,0,0,0,0,
3930450,10,36,245,0,0,0,0,
3930450,4,54,342,0,0,0,0,
3930450,9,43,256,0,0,0,0,
3930450,8,125,745,1,0,0,1,
3930450,14,143,859,0,0,0,1,
3930450,5,46,264,0,0,0,0,
3930450,7,22,142,0,0,0,0,
3930450,3,34,223,1,0,0,0,
3930450,13,31,188,0,0,0,0,
3930450,11,32,225,0,0,0,0,
3930450,15,46,292,0,0,0,0,
3930451,5,15,90,0,0,0,0,
3930451,3,14,75,0,0,0,0,
3930451,9,17,105,0,0,0,0,
3930451,8,19,127,0,0,0,0,
3930451,11,134,837,0,0,0,1,
3930451,7,19,121,0,0,0,0,
3930451,14,30,165,0,0,0,0,
3930451,13,37,213,0,0,0,0,
3930451,12,30,167,0,0,0,0,
3930451,10,22,137,0,0,0,0,
3930451,2,16,100,0,0,0,0,
3930451,4,16,89,0,0,0,0,
3930451,1,142,947,2,0,0,1,
3930451,6,31,181,0,0,0,0,
3930453,6,19,112,0,0,0,0,
3930453,8,90,550,0,0,0,0,
3930453,11,51,329,0,0,0,0,
3930453,5,27,184,0,0,0,0,
3930453,3,31,193,0,0,0,0,
3930453,10,33,204,0,0,0,0,
3930453,1,157,983,0,0,0,1,
3930453,7,64,411,0,0,0,0,
3930453,2,23,164,0,0,0,0,
3930453,4,72,445,0,0,0,0,
3930453,9,41,255,0,0,0,0,
3930457,7,188,1143,0,0,0,1,
3930457,3,28,178,0,0,0,0,
3930457,12,192,1134,0,0,0,1,
3930457,8,84,496,0,0,0,1,
3930457,5,35,208,0,0,0,0,
3930457,2,31,205,0,0,0,0,
3930457,11,60,349,0,0,0,0,
3930457,10,78,500,0,0,0,0,
3930457,1,87,521,0,0,0,1,
3930457,4,39,234,0,0,0,0,
3930457,6,25,146,0,0,0,0,
3930457,9,34,230,0,0,0,0,
3930458,6,30,184,0,0,0,0,
3930458,5,57,366,0,0,0,0,
3930458,11,35,226,0,0,0,0,
3930458,10,50,302,0,0,0,0,
3930458,3,26,164,0,0,0,0,
3930458,2,71,462,0,0,0,0,
3930458,7,15,96,0,0,0,0,
3930458,9,18,110,0,0,0,0,
3930458,4,26,160,0,0,0,0,
3930458,1,295,1907,1,0,0,1,
3930458,8,18,109,0,0,0,0,
3930458,12,37,242,0,0,0,0,
3930459,1,464,2866,0,0,0,1,
3930459,3,76,468,0,0,0,0,
3930459,4,73,479,0,0,0,0,
3930459,2,22,152,0,0,0,0,
3930462,4,20,110,0,0,0,0,
3930462,8,25,149,0,0,0,0,
3930462,3,18,101,0,0,0,0,
3930462,1,79,496,0,0,0,1,
3930462,10,25,145,0,0,0,0,
