pat_no,claim_no,word_ct,char_ct,or_ct,sf_ct,cns_ct,ind_flg,appl_id
3931923,7,153,971,0,0,0,1,
3931923,6,30,179,0,0,0,0,
3931923,2,22,131,0,0,0,0,
3931924,1,144,960,1,0,0,1,5513459.0
3931924,3,26,169,0,0,0,0,5513459.0
3931924,2,26,167,0,0,0,0,5513459.0
3931925,2,21,104,0,0,0,0,
3931925,3,50,275,0,0,0,0,
3931925,1,226,1356,0,0,0,1,
3931926,14,44,228,0,0,0,0,5461961.0
3931926,23,38,219,0,0,0,0,5461961.0
3931926,3,56,312,0,0,0,0,5461961.0
3931926,29,90,509,0,0,0,0,5461961.0
3931926,21,45,274,0,0,0,0,5461961.0
3931926,4,47,248,0,0,0,0,5461961.0
3931926,13,38,235,0,0,0,0,5461961.0
3931926,5,39,227,0,0,0,0,5461961.0
3931926,9,48,292,0,0,0,0,5461961.0
3931926,22,40,213,0,0,0,0,5461961.0
3931926,27,84,508,0,0,0,0,5461961.0
3931926,28,51,302,0,0,0,0,5461961.0
3931926,24,51,310,0,0,0,0,5461961.0
3931926,6,51,309,0,0,0,0,5461961.0
3931926,8,126,688,0,0,0,0,5461961.0
3931926,16,41,249,0,0,0,0,5461961.0
3931926,2,190,1122,0,0,0,0,5461961.0
3931926,25,38,223,0,0,0,0,5461961.0
3931926,20,56,313,0,0,0,0,5461961.0
3931926,17,107,634,0,0,0,0,5461961.0
3931926,15,23,136,0,0,0,0,5461961.0
3931926,11,162,1060,0,0,0,0,5461961.0
3931926,18,38,223,0,0,0,0,5461961.0
3931926,1,268,1636,0,0,0,1,5461961.0
3931926,7,58,345,0,0,0,0,5461961.0
3931926,26,116,689,0,0,0,0,5461961.0
3931926,10,139,859,0,0,0,0,5461961.0
3931926,19,103,602,0,0,0,0,5461961.0
3931926,12,247,1517,0,0,0,0,5461961.0
3931934,11,48,320,0,0,0,0,
3931934,4,28,178,0,0,0,0,
3931934,6,27,164,0,0,0,0,
3931934,1,110,653,0,0,0,1,
3931934,9,97,561,0,0,0,0,
3931934,2,33,193,0,0,0,0,
3931934,10,27,166,0,0,0,0,
3931934,8,33,195,0,0,0,0,
3931934,5,97,559,0,0,0,0,
3931934,3,25,167,0,0,0,0,
3931934,7,126,760,0,0,0,1,
3931934,12,98,610,0,0,0,0,
3931939,1,329,2049,0,0,0,1,
3931939,5,36,254,0,0,0,0,
3931939,7,375,2339,0,0,0,1,
3931939,2,63,432,0,0,0,0,
3931939,6,56,388,0,0,0,0,
3931939,4,339,2116,0,0,0,1,
3931939,3,28,175,0,0,0,0,
3931940,32,26,172,0,0,0,0,
3931940,24,116,755,0,0,0,1,
3931940,22,61,370,0,0,0,0,
3931940,15,25,175,0,0,0,0,
3931940,8,23,138,0,0,0,0,
3931940,23,40,235,0,0,0,0,
3931940,12,67,421,0,0,0,0,
3931940,11,57,345,0,0,0,0,
3931940,4,25,165,0,0,0,0,
3931940,21,25,166,0,0,0,0,
3931940,5,41,260,0,0,0,0,
3931940,2,246,1585,0,0,0,1,
3931940,19,251,1614,0,0,0,1,
3931940,27,11,61,0,0,0,0,
3931940,3,165,1045,0,0,0,1,
3931940,26,23,130,0,0,0,0,
3931940,14,21,133,0,0,0,0,
3931940,10,32,191,0,0,0,0,
3931940,6,33,197,0,0,0,0,
3931940,17,225,1432,0,0,0,1,
3931940,1,164,1033,0,0,0,1,
3931940,18,30,192,0,0,0,0,
3931940,20,137,865,0,0,0,1,
3931940,9,27,173,0,0,0,0,
3931940,28,140,909,0,0,0,1,
3931940,7,211,1356,0,0,0,1,
3931940,31,34,203,0,0,0,0,
3931940,29,66,377,0,0,0,0,
3931940,13,46,270,0,0,0,0,
3931940,16,57,371,0,0,0,0,
3931940,30,17,117,0,0,1,0,
3931940,25,29,191,0,0,0,0,
3931944,6,72,409,0,0,0,0,
3931944,7,271,1761,0,0,0,1,
3931944,1,275,1751,0,0,0,1,
3931944,3,37,213,0,0,0,0,
3931944,4,98,566,0,0,0,0,
3931944,5,60,367,0,0,0,0,
3931944,2,70,375,0,0,0,0,
3931946,12,27,148,0,0,0,0,5543609.0
3931946,7,25,126,0,0,0,0,5543609.0
3931946,15,25,151,0,0,0,0,5543609.0
3931946,11,38,233,0,0,0,0,5543609.0
3931946,6,28,157,0,0,0,0,5543609.0
3931946,10,61,379,0,0,0,0,5543609.0
3931946,5,33,193,0,0,0,0,5543609.0
3931946,16,27,162,0,0,0,0,5543609.0
3931946,1,149,942,1,0,0,1,5543609.0
3931946,14,60,351,1,0,0,0,5543609.0
3931946,8,44,283,0,0,0,0,5543609.0
3931946,9,210,1308,1,0,0,1,5543609.0
3931946,13,23,129,0,0,0,0,5543609.0
3931946,4,37,214,0,0,0,0,5543609.0
3931946,3,30,164,0,0,0,0,5543609.0
3931946,2,46,270,0,0,0,0,5543609.0
3931947,1,328,1966,0,0,0,1,
3931947,6,24,128,0,0,0,0,
3931947,2,60,364,0,0,0,0,
3931947,4,82,465,0,0,0,0,
3931947,5,64,354,0,0,0,0,
3931947,3,60,375,0,0,0,0,
3931948,3,35,225,0,0,0,0,
3931948,5,18,110,0,0,0,0,
3931948,7,110,687,0,0,0,0,
3931948,4,66,378,0,0,0,0,
3931948,2,32,196,0,0,0,0,
3931948,1,246,1535,1,0,0,1,
3931948,6,18,112,0,0,0,0,
3931949,2,41,247,0,0,0,0,
3931949,3,59,377,0,0,0,0,
3931949,6,60,384,0,0,0,0,
3931949,9,79,513,0,0,0,0,
3931949,7,31,176,0,0,0,0,
3931949,8,37,222,0,0,0,0,
3931949,5,52,324,0,0,0,0,
3931949,1,251,1728,0,0,0,1,
3931949,4,23,129,0,0,0,0,
3931951,5,25,136,0,0,0,0,
3931951,6,27,147,0,0,0,0,
3931951,10,83,469,1,0,0,0,
3931951,9,57,291,0,0,0,0,
3931951,7,26,134,1,0,0,0,
3931951,8,40,205,0,0,0,0,
3931951,1,196,1238,1,0,0,1,
3931951,4,39,227,0,0,0,0,
3931951,3,183,1122,1,0,0,1,
3931951,2,45,241,0,0,0,0,
3931953,3,70,408,0,0,0,0,
3931953,4,32,184,0,0,0,0,
3931953,1,234,1520,0,0,0,1,
3931953,2,59,362,0,0,0,0,
3931954,6,17,104,0,0,0,0,
3931954,2,16,99,0,0,0,0,
3931954,5,13,66,0,0,0,0,
3931954,9,467,2900,0,0,0,1,
3931954,7,11,69,0,0,0,0,
3931954,8,38,220,0,0,0,0,
3931954,4,29,190,0,0,0,0,
3931954,3,27,161,0,0,0,0,
3931954,1,474,2974,0,0,0,1,
3931956,3,244,1656,0,0,0,1,
3931956,2,88,530,0,0,0,0,
3931956,1,231,1513,0,0,0,1,
3931957,16,34,212,0,0,0,0,
3931957,28,16,103,0,0,0,0,
3931957,27,33,214,0,0,0,0,
3931957,23,54,358,0,0,0,0,
3931957,10,62,399,0,0,0,0,
3931957,3,79,509,0,0,0,0,
3931957,25,20,132,0,0,0,0,
3931957,12,43,284,0,0,0,0,
3931957,15,24,158,0,0,0,0,
3931957,17,21,151,0,0,0,0,
3931957,21,23,144,0,0,0,0,
3931957,1,204,1342,0,0,0,1,
3931957,11,65,407,0,0,0,0,
3931957,7,30,195,0,0,0,0,
3931957,18,48,310,0,0,0,0,
3931957,22,26,175,0,0,0,1,
3931957,19,50,324,0,0,0,0,
3931957,8,32,213,0,0,0,0,
3931957,4,25,152,0,0,0,0,
3931957,24,23,145,0,0,0,0,
3931957,9,28,184,0,0,0,0,
3931957,14,82,570,0,0,0,0,
3931957,26,25,153,0,0,0,0,
3931957,6,32,210,0,0,0,0,
3931957,13,24,158,0,0,0,0,
3931957,5,31,196,0,0,0,0,
3931957,2,39,236,0,0,0,0,
3931957,20,33,214,0,0,0,0,
3931960,2,31,168,0,0,0,0,
3931960,11,34,188,0,0,0,0,
3931960,3,16,97,0,0,0,0,
3931960,10,29,167,0,0,0,0,
3931960,6,35,212,0,0,0,0,
3931960,4,17,110,0,0,0,0,
3931960,5,63,351,1,0,0,0,
3931960,8,32,180,0,0,0,0,
3931960,1,104,586,1,0,0,1,
3931960,7,25,152,0,0,0,0,
3931960,9,42,243,0,0,0,0,
3931961,4,287,1800,0,0,0,1,
3931961,2,254,1599,0,0,0,1,
3931961,1,206,1318,0,0,0,1,
3931961,3,195,1279,0,0,0,1,
3931963,2,26,136,0,0,0,0,5555698.0
3931963,15,14,75,0,0,0,0,5555698.0
3931963,9,168,1028,0,0,0,0,5555698.0
3931963,14,74,455,0,0,0,0,5555698.0
3931963,4,45,255,0,0,0,0,5555698.0
3931963,11,25,154,0,0,0,0,5555698.0
3931963,1,157,886,1,0,0,1,5555698.0
3931963,5,57,328,0,0,0,0,5555698.0
3931963,10,26,136,0,0,0,0,5555698.0
3931963,12,43,244,0,0,0,0,5555698.0
3931963,6,26,136,0,0,0,0,5555698.0
3931963,13,122,706,1,0,0,1,5555698.0
3931963,3,25,153,0,0,0,0,5555698.0
3931963,7,25,153,0,0,0,0,5555698.0
3931963,8,43,244,0,0,0,0,5555698.0
3931965,4,15,81,0,0,0,0,
3931965,2,39,212,0,0,0,0,
3931965,6,35,185,0,0,0,0,
3931965,3,14,79,0,0,0,0,
3931965,5,14,79,0,0,0,0,
3931965,1,252,1439,0,0,0,1,
3931966,9,411,2608,1,0,0,1,
3931966,1,283,1896,0,0,0,1,
3931966,2,25,172,0,0,0,0,
3931966,3,15,105,0,0,0,0,
3931966,10,137,930,1,0,0,1,
3931966,5,135,906,0,0,0,1,
3931966,4,65,441,0,0,0,0,
3931966,7,21,153,0,0,0,0,
3931966,8,33,219,0,0,0,0,
3931966,6,33,224,0,0,0,0,
3931967,5,468,2760,4,0,0,1,
3931967,3,29,179,0,0,0,0,
3931967,1,329,1971,4,0,0,1,
3931967,2,36,215,1,0,0,0,
3931967,4,130,738,0,0,0,0,
3931968,3,233,1511,1,0,0,1,
3931968,1,266,1704,1,0,0,1,
3931968,2,25,146,0,0,0,0,
3931968,4,68,382,0,0,0,0,
3931970,6,60,332,0,0,0,0,
3931970,7,42,227,0,0,0,0,
3931970,1,294,1762,0,0,0,1,
3931970,5,33,174,0,0,0,0,
3931970,3,177,1073,0,0,0,0,
3931970,2,64,400,0,0,0,0,
3931970,4,88,483,0,0,0,0,
3931970,8,42,252,0,0,0,0,
3931972,10,26,154,0,0,0,0,
3931972,3,25,131,0,0,0,0,
3931972,2,25,118,0,0,0,0,
3931972,6,32,180,0,0,0,0,
3931972,8,32,189,0,0,0,0,
3931972,7,19,106,0,0,0,0,
3931972,1,218,1425,3,0,0,1,
3931972,4,33,195,0,0,0,0,
3931972,5,46,281,0,0,0,0,
3931972,9,108,620,1,0,0,0,
3931973,4,38,245,0,0,0,0,
3931973,2,50,285,0,0,0,0,
3931973,3,35,217,0,0,0,0,
3931973,1,272,1645,0,0,0,1,
3931974,12,659,4250,3,0,0,1,
3931974,15,350,2418,2,0,0,1,
3931974,2,35,216,1,0,0,0,
3931974,6,37,253,0,0,0,0,
3931974,3,15,86,0,0,0,0,
3931974,9,23,158,0,0,0,0,
3931974,10,37,213,0,0,0,0,
3931974,5,26,177,0,0,0,0,
3931974,14,79,487,0,0,0,0,
3931974,1,269,1807,3,0,0,1,
3931974,7,59,428,0,0,0,0,
3931974,11,53,330,0,0,0,0,
3931974,4,31,181,0,0,0,0,
3931974,8,53,349,0,0,0,0,
3931974,13,44,257,0,0,0,0,
3931975,12,25,154,0,0,0,0,
3931975,11,27,182,0,0,0,0,
3931975,6,155,987,0,0,1,1,
3931975,5,23,151,0,0,0,0,
3931975,2,21,151,0,0,0,0,
3931975,10,23,151,0,0,0,0,
3931975,1,128,809,0,0,1,1,
3931975,4,20,143,0,0,0,0,
3931975,3,20,140,0,0,0,0,
3931975,7,20,143,0,0,0,0,
3931975,8,20,140,0,0,0,0,
3931975,9,21,151,0,0,0,0,
3931976,2,83,512,1,0,0,0,
3931976,1,164,984,0,0,0,1,
3931976,7,28,172,0,0,0,0,
3931976,4,67,444,0,0,0,0,
3931976,3,46,282,0,0,0,0,
3931976,5,62,405,0,0,0,0,
3931976,6,26,172,0,0,0,0,
3931980,4,35,184,0,0,0,0,
3931980,1,133,762,0,0,0,1,
3931980,3,35,184,0,0,0,0,
3931980,2,58,342,0,0,0,0,
3931982,1,186,1072,0,0,0,1,
3931982,10,78,460,0,0,0,0,
3931982,12,49,273,0,0,0,0,
3931982,9,16,99,0,0,0,0,
3931982,8,132,735,0,0,0,0,
3931982,3,49,272,0,0,0,0,
3931982,6,55,314,0,0,0,0,
3931982,13,129,765,0,0,0,0,
3931982,11,181,1027,0,0,0,1,
3931982,5,232,1388,0,0,0,0,
3931982,7,74,457,0,0,0,0,
3931982,2,45,284,0,0,0,0,
3931982,4,193,1133,0,0,0,0,
3931984,5,153,886,0,0,0,0,
3931984,4,66,384,0,0,0,0,
3931984,2,40,248,0,0,0,0,
3931984,3,55,318,0,0,0,0,
3931984,1,246,1559,0,0,0,1,
3931986,1,123,760,0,0,0,1,
3931986,2,24,138,0,0,0,0,
3931986,3,30,143,0,0,0,0,
3931986,5,31,184,0,0,0,0,
3931986,4,30,169,0,0,0,0,
3931989,5,57,339,0,0,0,0,
3931989,7,46,285,0,0,0,0,
3931989,10,58,322,0,0,0,0,
3931989,2,35,179,0,0,0,0,
3931989,6,43,260,0,0,0,0,
3931989,1,188,1069,1,0,0,1,
3931989,9,38,199,0,0,0,0,
3931989,4,45,263,0,0,0,0,
3931989,3,35,179,0,0,0,0,
3931989,8,105,609,0,0,0,0,
3931989,11,44,242,0,0,0,0,
3931991,10,56,331,0,0,0,0,
3931991,4,31,182,0,0,0,0,
3931991,7,176,1145,0,0,0,1,
3931991,6,208,1238,0,0,0,0,
3931991,9,37,215,0,0,0,0,
3931991,5,85,514,0,0,0,0,
3931991,3,26,160,0,0,0,0,
3931991,1,275,1592,0,0,0,1,
3931991,2,173,1002,1,0,0,0,
3931991,11,53,297,0,0,0,0,
3931991,8,104,610,0,0,0,0,
3931994,5,264,1570,0,0,0,1,
3931994,2,28,156,0,0,0,0,
3931994,1,270,1602,0,0,0,1,
3931994,3,34,203,0,0,0,0,
3931994,4,20,121,0,0,0,0,
3931997,3,19,115,0,0,0,0,
3931997,2,112,721,0,1,1,1,
3931997,1,118,757,0,0,0,1,
3932003,3,32,188,0,0,0,0,
3932003,8,269,1625,0,0,0,1,
3932003,5,205,1257,0,0,0,1,
3932003,1,199,1216,0,0,0,1,
3932003,7,81,464,0,0,0,0,
3932003,2,19,115,0,0,0,0,
3932003,4,116,662,0,0,0,0,
3932003,6,33,182,0,0,0,0,
3932005,1,119,735,0,0,0,1,
3932005,3,37,223,0,0,0,0,
3932005,4,25,147,0,0,0,0,
3932005,12,37,229,0,0,0,0,
3932005,11,25,147,0,0,0,0,
3932005,2,17,104,0,0,0,0,
3932005,5,26,136,0,0,0,0,
3932005,7,118,732,0,0,0,1,
3932005,8,26,136,0,0,0,0,
3932005,10,37,224,0,0,0,0,
3932005,9,17,104,0,0,0,0,
3932005,6,37,228,0,0,0,0,
3932009,2,39,246,0,0,0,0,
3932009,3,40,237,0,0,0,0,
3932009,1,265,1801,0,0,0,1,
3932010,8,38,230,0,0,0,0,5543359.0
3932010,4,354,2121,0,0,0,1,5543359.0
3932010,7,30,193,0,0,0,0,5543359.0
3932010,5,125,813,0,0,0,0,5543359.0
3932010,2,111,742,0,0,0,0,5543359.0
3932010,3,58,379,0,0,0,0,5543359.0
3932010,1,327,1917,0,0,0,1,5543359.0
3932010,6,41,274,0,0,0,0,5543359.0
3932025,10,31,213,0,1,1,0,
3932025,29,21,145,0,0,0,0,
3932025,11,27,163,0,0,0,0,
3932025,4,38,264,1,0,0,0,
3932025,18,21,140,1,0,0,0,
3932025,22,23,133,0,0,0,0,
3932025,30,15,98,0,0,0,0,
3932025,9,38,205,0,0,0,0,
3932025,5,22,132,0,0,0,0,
3932025,27,26,177,0,0,0,0,
3932025,34,31,215,0,1,1,0,
3932025,25,31,192,0,0,0,0,
3932025,35,28,188,1,0,0,0,
3932025,36,22,136,0,0,0,0,
3932025,16,47,301,0,0,0,0,
3932025,7,15,96,0,0,0,0,
3932025,19,27,187,1,0,0,0,
3932025,15,20,125,0,0,0,0,
3932025,6,18,110,0,0,0,0,
3932025,1,101,758,1,0,0,1,
3932025,17,20,136,1,0,0,0,
3932025,20,20,130,1,0,0,0,
3932025,14,21,117,0,0,0,0,
3932025,26,28,180,0,0,0,0,
3932025,2,22,150,0,0,0,0,
3932025,3,15,97,0,0,0,0,
3932025,23,16,104,0,0,0,0,
3932025,32,22,132,0,0,0,0,
3932025,31,38,264,1,0,0,0,
3932025,21,17,98,0,0,0,0,
3932025,13,41,265,0,0,0,0,
3932025,12,27,194,0,0,0,0,
3932025,37,16,87,0,0,0,0,
3932025,24,22,136,0,0,0,0,
3932025,28,114,859,1,0,0,1,
3932025,33,38,206,0,0,0,0,
3932025,8,33,231,0,0,0,0,
3932028,3,36,220,0,0,0,0,
3932028,1,234,1534,0,0,0,1,
3932028,2,61,402,0,0,0,0,
3932028,4,80,586,0,0,0,0,
3932034,8,55,390,0,0,0,0,5478451.0
3932034,2,79,546,0,0,1,0,5478451.0
3932034,5,33,199,0,0,0,0,5478451.0
3932034,14,44,306,0,0,0,0,5478451.0
3932034,7,50,331,1,0,0,0,5478451.0
3932034,9,56,402,0,0,0,0,5478451.0
3932034,16,31,183,1,0,0,0,5478451.0
3932034,13,44,284,1,0,0,0,5478451.0
3932034,1,76,496,0,0,0,1,5478451.0
3932034,6,18,104,0,0,0,0,5478451.0
3932034,4,25,162,1,0,0,0,5478451.0
3932034,15,64,437,0,0,1,1,5478451.0
3932034,3,46,309,0,0,0,0,5478451.0
3932034,11,61,395,1,0,0,0,5478451.0
3932034,10,35,228,1,0,0,0,5478451.0
3932034,12,35,239,0,0,0,0,5478451.0
3932035,5,20,98,0,0,0,0,
3932035,2,21,123,0,0,0,0,
3932035,3,21,113,0,0,0,0,
3932035,9,16,91,0,0,0,0,
3932035,6,40,249,0,1,1,0,
3932035,8,29,193,1,0,0,0,
3932035,4,23,129,0,0,0,0,
3932035,7,22,120,0,0,0,0,
3932035,1,60,369,0,0,0,1,
3932037,5,87,494,0,0,0,0,
3932037,1,151,919,0,0,0,1,
3932037,3,59,334,0,0,0,0,
3932037,8,102,630,0,0,0,0,
3932037,4,51,341,0,0,0,0,
3932037,6,37,196,0,0,0,0,
3932037,7,63,384,0,0,0,0,
3932037,2,47,256,0,0,0,0,
3932038,5,48,282,0,0,0,0,
3932038,4,24,152,0,0,0,0,
3932038,2,90,546,0,0,0,0,
3932038,7,34,212,0,0,0,0,
3932038,3,43,245,0,0,0,0,
3932038,6,35,219,0,0,0,0,
3932038,8,57,326,0,0,0,0,
3932038,9,23,136,0,0,1,0,
3932038,1,217,1339,1,0,0,1,
3932039,6,23,150,0,0,0,0,
3932039,16,32,212,0,0,0,0,
3932039,17,98,623,0,0,0,0,
3932039,13,118,774,0,0,0,0,
3932039,11,82,526,0,0,0,0,
3932039,12,36,228,0,0,0,0,
3932039,4,14,92,0,0,0,0,
3932039,1,166,1165,0,0,0,1,
3932039,7,28,174,0,0,0,0,
3932039,2,24,151,0,0,0,0,
3932039,3,23,167,0,0,0,0,
3932039,15,209,1463,0,0,0,1,
3932039,19,101,636,0,0,0,0,
3932039,10,23,162,0,0,0,0,
3932039,18,76,507,0,0,0,0,
3932039,9,30,198,0,0,0,0,
3932039,14,57,339,0,0,0,0,
3932039,20,149,1072,0,0,0,1,
3932039,5,19,112,0,0,0,0,
3932039,8,22,136,0,0,0,0,
3932040,9,56,335,0,0,0,0,
3932040,4,40,282,0,0,0,0,
3932040,1,200,1344,1,0,0,1,
3932040,6,64,406,0,0,0,0,
3932040,8,33,190,0,0,0,0,
3932040,10,47,296,1,0,0,0,
3932040,2,77,474,0,0,0,0,
3932040,7,25,168,0,0,0,0,
3932040,3,62,383,0,0,0,0,
3932040,11,54,344,0,0,0,0,
3932040,5,53,329,1,0,0,0,
3932041,2,41,233,0,0,0,0,
3932041,3,20,102,0,0,0,0,
3932041,8,36,222,0,0,0,0,
3932041,6,20,112,0,0,0,0,
3932041,4,17,84,0,0,0,0,
3932041,1,138,759,0,0,0,1,
3932041,7,46,276,0,0,0,0,
3932041,5,25,149,0,0,0,0,
3932042,2,43,260,0,0,0,0,
3932042,7,174,1177,0,0,0,1,
3932042,16,28,169,0,0,0,0,
3932042,1,249,1629,0,0,0,1,
3932042,8,34,228,0,0,0,0,
3932042,14,32,217,0,0,0,0,
3932042,6,50,325,0,0,0,0,
3932042,5,74,464,0,0,0,0,
3932042,18,25,156,0,0,0,0,
3932042,3,25,172,0,0,0,0,
3932042,21,32,195,0,0,0,0,
3932042,19,67,483,0,0,1,1,
3932042,13,143,963,0,0,0,1,
3932042,17,29,188,0,0,0,0,
3932042,20,51,300,0,0,0,0,
3932042,15,25,176,0,0,0,0,
3932042,22,71,435,0,0,0,0,
3932042,11,45,281,0,0,0,0,
3932042,9,44,264,0,0,0,0,
3932042,10,37,254,0,0,0,0,
3932042,4,31,188,0,0,0,0,
3932042,12,42,273,0,0,0,0,
3932044,5,21,135,0,0,0,0,5528277.0
3932044,6,27,171,0,0,0,0,5528277.0
3932044,3,21,128,1,0,0,0,5528277.0
3932044,4,24,137,0,0,0,0,5528277.0
3932044,1,196,1225,0,0,0,1,5528277.0
3932044,2,16,89,0,0,0,0,5528277.0
3932046,1,233,1433,0,0,0,1,
3932046,3,38,232,0,0,0,0,
3932046,2,24,144,0,0,0,0,
3932051,6,53,344,1,0,0,0,
3932051,10,20,122,0,1,0,0,
3932051,2,19,110,0,0,0,0,
3932051,9,16,102,0,0,0,0,
3932051,3,28,150,2,0,0,0,
3932051,7,14,88,0,0,0,0,
3932051,12,15,102,0,0,0,0,
3932051,4,23,141,1,0,0,0,
3932051,8,23,146,0,0,0,0,
3932051,1,29,221,2,0,0,1,
3932051,11,15,130,1,0,0,1,
3932051,5,70,442,1,0,0,0,
3932055,3,32,168,0,0,0,0,
3932055,2,47,247,0,0,0,0,
3932055,1,171,984,1,0,0,1,
3932057,6,26,150,0,0,0,0,
3932057,3,67,390,0,0,0,0,
3932057,12,24,139,0,0,0,0,
3932057,11,33,190,0,0,0,0,
3932057,10,84,492,0,0,0,0,
3932057,8,23,125,0,0,0,0,
3932057,2,37,195,0,0,0,0,
3932057,1,386,2306,1,0,0,1,
3932057,4,51,313,0,0,0,0,
3932057,9,64,340,0,0,0,0,
3932057,5,22,131,0,0,0,0,
3932057,7,56,323,0,0,0,0,
3932063,3,28,146,0,0,0,0,
3932063,1,302,1847,0,0,0,1,
3932063,2,36,230,0,0,0,0,
3932065,3,25,156,0,0,0,0,5522012.0
3932065,5,38,229,0,0,0,0,5522012.0
3932065,6,337,2092,0,0,0,1,5522012.0
3932065,8,25,156,0,0,0,0,5522012.0
3932065,7,21,130,0,0,0,0,5522012.0
3932065,1,317,1942,0,0,0,1,5522012.0
3932065,10,285,1803,0,0,0,1,5522012.0
3932065,4,19,103,0,0,0,0,5522012.0
3932065,2,21,130,0,0,0,0,5522012.0
3932065,9,39,243,0,0,0,0,5522012.0
3932066,5,19,115,0,0,0,0,
3932066,12,27,163,0,0,0,0,
3932066,17,31,194,0,0,0,0,
3932066,7,37,216,0,0,0,0,
3932066,20,48,304,0,0,0,0,
3932066,15,17,108,0,0,0,0,
3932066,14,245,1570,0,0,0,1,
3932066,22,48,326,0,0,0,0,
3932066,10,39,248,0,0,0,0,
3932066,18,67,406,0,0,0,0,
3932066,11,45,261,0,0,0,0,
3932066,16,25,159,0,0,0,0,
3932066,8,72,420,0,0,0,0,
3932066,13,68,430,0,0,0,0,
3932066,19,81,504,0,0,0,0,
3932066,2,50,292,0,0,0,0,
3932066,4,52,333,0,0,0,0,
3932066,21,41,256,0,0,0,0,
3932066,6,46,277,0,0,0,0,
3932066,1,162,1097,0,0,0,1,
3932066,9,179,1154,0,0,0,1,
3932066,3,75,450,0,0,0,0,
3932066,23,89,532,0,0,0,0,
3932068,3,54,320,0,0,0,0,4845634.0
3932068,5,51,332,0,0,0,0,4845634.0
3932068,9,48,315,2,0,0,0,4845634.0
3932068,6,192,1240,0,0,0,1,4845634.0
3932068,13,187,1294,0,0,0,1,4845634.0
3932068,11,34,233,0,0,0,0,4845634.0
3932068,1,181,1140,1,0,0,1,4845634.0
3932068,4,58,360,0,0,0,0,4845634.0
3932068,7,64,350,0,0,0,0,4845634.0
3932068,2,33,196,0,0,0,0,4845634.0
3932068,8,28,162,0,0,0,0,4845634.0
3932068,12,105,643,0,0,0,0,4845634.0
3932068,10,31,218,0,0,0,0,4845634.0
3932069,1,339,2147,1,0,0,1,
3932070,6,33,216,0,0,0,0,
3932070,3,74,466,0,0,0,0,
3932070,10,153,936,0,0,0,0,
3932070,2,39,244,0,0,0,0,
3932070,1,386,2525,0,0,0,1,
3932070,4,37,248,0,0,0,0,
3932070,9,94,561,0,0,0,0,
3932070,11,40,249,0,0,0,0,
3932070,13,299,1918,0,0,0,0,
3932070,8,78,521,0,0,0,0,
3932070,14,40,251,0,0,0,0,
3932070,7,64,428,0,0,0,0,
3932070,12,155,1016,0,0,0,0,
3932070,5,38,243,0,0,0,0,
3932074,8,32,180,0,0,0,0,
3932074,2,58,344,0,0,0,0,
3932074,5,23,138,0,0,0,0,
3932074,3,17,87,0,0,0,0,
3932074,6,37,224,0,0,0,0,
3932074,1,61,388,0,0,0,1,
3932074,7,109,715,0,0,0,1,
3932074,4,36,211,0,0,0,0,
3932076,4,45,280,0,0,0,0,
3932076,14,96,603,0,0,0,0,
3932076,3,29,189,0,0,0,0,
3932076,2,50,335,0,0,0,0,
3932076,1,336,2164,0,0,0,1,
3932076,15,55,355,0,0,0,0,
3932076,8,32,227,0,0,0,0,
3932076,11,125,777,0,0,0,0,
3932076,7,59,383,0,0,0,0,
3932076,6,785,5087,0,0,0,1,
3932076,5,59,362,0,0,0,0,
3932076,10,41,277,0,0,0,0,
3932076,13,146,941,0,0,0,0,
3932076,12,63,418,0,0,0,0,
3932076,9,51,345,0,0,0,0,
3932078,3,366,2359,0,0,0,1,
3932078,1,136,888,0,0,0,1,
3932078,2,234,1514,0,0,0,1,
3932079,1,231,1434,0,0,0,1,
3932080,2,64,381,0,0,0,0,
3932080,1,245,1546,0,0,0,1,
3932080,3,63,413,0,0,0,0,
3932080,4,193,1115,2,0,0,0,
3932084,2,21,136,0,0,0,0,
3932084,8,157,975,0,0,0,1,
3932084,6,19,110,0,0,0,0,
3932084,9,19,114,0,0,0,0,
3932084,5,46,288,0,0,0,0,
3932084,3,50,282,0,0,0,0,
3932084,13,67,400,0,0,0,1,
3932084,7,13,88,0,0,0,0,
3932084,11,46,295,0,0,0,0,
3932084,12,65,434,0,0,0,0,
3932084,10,18,114,0,0,0,0,
3932084,4,38,224,0,0,0,0,
3932084,1,43,283,0,0,0,1,
3932087,5,19,118,1,0,0,0,
3932087,8,48,296,1,0,0,0,
3932087,19,33,204,0,0,0,0,
3932087,15,17,111,0,0,0,0,
3932087,10,79,530,2,0,0,0,
3932087,18,47,300,0,0,0,0,
3932087,17,43,277,0,0,0,0,
3932087,7,47,288,1,0,0,0,
3932087,11,43,255,0,0,0,0,
3932087,1,198,1281,0,0,0,1,
3932087,16,24,144,0,0,0,0,
3932087,20,77,419,0,0,0,0,
3932087,13,51,318,0,0,0,0,
3932087,14,17,108,0,0,0,0,
3932087,4,50,339,0,0,0,0,
3932087,2,28,170,2,0,0,0,
3932087,3,52,352,0,0,0,0,
3932087,6,29,158,0,0,0,0,
3932087,12,40,272,0,0,0,0,
3932087,9,41,273,1,0,0,0,
3932088,7,16,95,1,0,0,0,
3932088,9,21,142,1,0,0,0,
3932088,4,22,136,1,0,0,0,
