serial_no,abandon_dt,amend_reg_dt,amend_lb_for_app_in,amend_lb_for_reg_in,amend_lb_itu_in,amend_lb_use_in,reg_cancel_cd,reg_cancel_dt,cancel_pend_in,cert_mark_in,chg_reg_in,coll_memb_mark_in,coll_serv_mark_in,coll_trade_mark_in,draw_color_cur_in,draw_color_file_in,concur_use_in,concur_use_pend_in,file_location,draw_3d_cur_in,draw_3d_file_in,exm_attorney_name,lb_use_file_in,lb_for_app_cur_in,lb_for_reg_cur_in,lb_intl_reg_cur_in,lb_for_app_file_in,lb_for_reg_file_in,lb_intl_reg_file_in,lb_none_cur_in,filing_dt,for_priority_in,lb_itu_cur_in,lb_itu_file_in,interfer_pend_in,exm_office_cd,file_location_dt,mark_draw_cd,mark_id_char,opposit_pend_in,amend_principal_in,concur_use_pub_in,publication_dt,registration_dt,renewal_dt,renewal_file_in,repub_12c_dt,repub_12c_in,incontest_ack_in,incontest_file_in,acq_dist_in,acq_dist_part_in,use_afdv_acc_in,use_afdv_file_in,use_afdv_par_acc_in,serv_mark_in,std_char_claim_in,cfh_status_cd,cfh_status_dt,amend_supp_reg_in,supp_reg_in,trade_mark_in,lb_use_cur_in,lb_none_file_in,ir_auto_reg_dt,ir_first_refus_in,ir_death_dt,ir_publication_dt,ir_registration_dt,ir_registration_no,ir_renewal_dt,ir_status_cd,ir_status_dt,ir_priority_dt,ir_priority_in,related_other_in,registration_no,tad_file_id
85848574,,,0,0,0,0,2,2021-02-26,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"LAMONT, MIAH ROSENBERG",0,0,0,0,0,0,0,0,2013-02-13,0,0,1,0,M80,2014-06-16,4000.0,"BLUEBERRIES, APPLES & NUTS...OH MY!",0,0,0,2013-06-11,2014-07-22,,0,,0,0,0,0,0,0,0,0,0,1,710,2021-02-26,0,0,1,1,0,,,,,,,,,,,,,4573212,47
85849208,,,0,0,0,0,2,2020-06-05,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"BLANDU, FLORENTINA",1,0,0,0,0,0,0,0,2013-02-13,0,0,0,0,M80,2013-10-08,4000.0,SOUR APPLE MARSTINI,0,0,0,2013-07-23,2013-10-08,,0,,0,0,0,0,0,0,0,0,0,1,710,2020-06-05,0,0,1,1,0,,,,,,,,,,,,,4414114,47
85850239,,,0,0,0,0,2,2020-06-05,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"LOOK, JEFFREY J",1,0,0,0,0,0,0,0,2013-02-14,0,0,0,0,L80,2013-10-22,4000.0,THE MARVELOUS VINTAGE TEA PARTY CO.,0,0,0,2013-08-06,2013-10-22,,0,,0,0,0,0,0,0,0,0,1,1,710,2020-06-05,0,0,0,1,0,,,,,,,,,,,,,4421097,47
85850607,2015-07-06,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"PEREZ, STEVEN M",0,0,0,0,0,0,0,0,2013-02-14,0,1,1,0,L10,2014-12-02,4000.0,SAMSUNG CENTO,0,0,0,2014-10-07,,,0,,0,0,0,0,0,0,0,0,1,1,606,2015-07-06,0,0,1,0,0,,,,,,,,,,,,1.0,0,47
85850619,,,0,1,0,0,2,2022-04-01,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"PEREZ, STEVEN M",0,0,1,0,0,0,0,0,2013-02-14,0,0,1,0,L10,2015-09-22,4000.0,SAMSUNG CENTO,0,0,0,2015-07-07,2015-09-22,,0,,0,0,0,0,0,0,0,0,1,1,710,2022-04-01,0,0,0,0,0,,,,,,,,,,,,1.0,4815545,47
85850829,2014-03-26,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,TTAB,0,0,"FERRAIUOLO, DOMINIC J",1,0,0,0,0,0,0,0,2013-02-15,0,0,0,0,L20,2014-08-29,4000.0,APPLESHARK.COM,0,0,0,2013-07-09,,,0,,0,0,0,0,0,0,0,0,1,1,602,2014-06-17,0,0,0,1,0,,,,,,,,,,,,,0,47
85851125,,,0,0,0,0,2,2021-11-19,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"PEREZ, STEVEN M",0,0,1,0,1,0,0,0,2013-02-15,1,0,1,0,L10,2015-05-05,4000.0,SAMSUNG SMART CACHE,0,0,0,2015-02-17,2015-05-05,,0,,0,0,0,0,0,0,0,0,0,1,710,2021-11-19,0,0,1,0,0,,,,,,,,,,,,,4729849,47
85851145,,,0,0,0,0,2,2022-04-01,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"PEREZ, STEVEN M",0,0,1,0,1,0,0,0,2013-02-15,1,0,1,0,L10,2015-09-22,4000.0,SAMSUNG SMART SCHEDULER,0,0,0,2014-12-16,2015-09-22,,0,,0,0,0,0,0,0,0,0,0,1,710,2022-04-01,0,0,1,0,0,,,,,,,,,,,,1.0,4815546,47
85851155,,,0,0,0,0,2,2022-07-15,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"PEREZ, STEVEN M",0,0,1,0,1,0,0,0,2013-02-15,1,0,1,0,L10,2015-12-29,4000.0,SAMSUNG SMART LTE NETWORKS,0,0,0,2015-10-13,2015-12-29,,0,,0,0,0,0,0,0,0,0,0,1,710,2022-07-15,0,0,1,0,0,,,,,,,,,,,,1.0,4876568,47
85851174,,,0,1,0,0,2,2020-12-11,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"LAM, HAI-LY HUYNH",0,0,1,0,1,0,0,0,2013-02-15,1,0,1,0,M30,2014-05-06,4000.0,SAMSUNG ROZ,0,0,0,2014-02-18,2014-05-06,,0,,0,0,0,0,0,0,0,0,0,1,710,2020-12-11,0,0,1,0,0,,,,,,,,,,,,1.0,4524374,47
85852461,2014-09-29,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"BLOHM, LINDA E",0,0,0,0,0,0,0,0,2013-02-18,0,1,1,0,M10,2014-02-25,4000.0,APPLEVO,0,0,0,2013-07-02,,,0,,0,0,0,0,0,0,0,0,0,1,606,2014-09-29,0,0,1,0,0,,,,,,,,,,,,,0,47
85852472,,,0,0,0,0,2,2020-06-05,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"BORSUK, ESTHER A",1,0,0,0,0,0,0,0,2013-02-18,0,0,0,0,L30,2013-09-17,4000.0,TEAM BARBIE,0,0,0,2013-07-02,2013-09-17,,0,,0,0,0,0,0,0,0,0,0,1,710,2020-06-05,0,0,1,1,0,,,,,,,,,,,,1.0,4403388,47
85854250,,,0,0,0,0,2,2022-03-04,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"SAPPENFIELD, ANN ELIZA",0,0,0,0,0,0,0,0,2013-02-19,0,0,1,0,N10,2015-07-15,4000.0,DISNEY ROYAL BALL,0,0,0,2013-10-15,2015-08-18,,0,,0,0,0,0,0,0,0,0,0,1,710,2022-03-04,0,0,1,1,0,,,,,,,,,,,,1.0,4795626,47
85854330,,,0,0,0,0,2,2021-06-04,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"LAM, HAI-LY HUYNH",0,0,1,0,0,0,0,0,2013-02-19,0,0,1,0,M30,2014-10-28,4000.0,SAMSUNG NOSTO,0,0,0,2014-08-12,2014-10-28,,0,,0,0,0,0,0,0,0,0,0,1,710,2021-06-04,0,0,1,0,0,,,,,,,,,,,,1.0,4627044,47
85854331,2014-10-20,,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,TMEG LAW OFFICE 103 - EXAMINING ATTORNEY ASSIGNED,0,0,"POWER, MARGARET G",1,0,0,0,0,0,0,0,2013-02-19,0,0,0,0,L30,2014-11-26,4000.0,APPLE KISSED,0,0,0,,,,0,,0,0,0,0,1,0,0,0,1,1,602,2014-11-26,0,0,0,1,0,,,,,,,,,,,,,0,47
85854544,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,TMO LAW OFFICE 115,0,0,"CHANG, ELIZABETH YI HS",0,0,0,0,0,0,0,0,2013-02-20,0,0,1,0,M60,2022-01-24,4000.0,MARVELS OF MYSTERY,0,0,0,2013-06-25,2016-10-04,,0,,0,1,0,0,0,1,0,0,0,1,702,2022-01-24,0,0,1,1,0,,,,,,,,,,,,,5054901,47
85855183,,,0,0,0,0,2,2020-08-07,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"TIERNEY, MARGERY ANN",0,0,0,0,0,0,0,0,2013-02-20,0,0,1,0,M20,2013-11-26,3000.0,APPLETON DIGITAL,0,0,0,2013-07-30,2013-12-31,,0,,0,0,0,0,0,0,0,0,0,0,710,2020-08-07,0,0,1,1,0,,,,,,,,,,,,,4460189,47
85855288,2013-12-13,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,TMEG LAW OFFICE 104 - EXAMINING ATTORNEY ASSIGNED,0,0,"CROMER, ZACHARY",0,0,0,0,0,0,0,0,2013-02-20,0,1,1,0,L40,2014-01-08,3000.0,SOLAR POWER SYSTEM SYSTEM STATUS BATTERY CHARGE GREEN / HIGH ORANGE / MED RED / LOW GREEN / FULL GREEN FLASH / CHARGING RED / FAILURE DC OUTPUT FUSE 12VDC/20A POWER SWITCH ON OFF EEMB SUPPORT IPHONE IPAD SOLAR INPUT EXT. BATTERY 12V/DC INPUT 2A 12V 1A 5V,0,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,602,2014-01-08,0,0,1,0,0,,,,,,,,,,,,,0,47
85857125,2013-12-13,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,TMEG LAW OFFICE 102 - EXAMINING ATTORNEY ASSIGNED,0,0,"REEVES, APRIL ELIZABET",0,0,0,0,0,0,0,0,2013-02-22,0,1,1,0,L20,2014-01-09,4000.0,APPLE VALLEY CANDLE COMPANY,0,0,0,,,,0,,0,0,0,0,0,0,0,0,1,1,602,2014-01-09,0,0,0,0,0,,,,,,,,,,,,,0,47
85858115,2016-06-27,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"GALAN, MATTHEW",0,0,0,0,0,0,0,0,2013-02-22,0,1,1,0,M40,2015-11-24,4000.0,YANKEE APPLEJACK,0,0,0,2015-09-29,,,0,,0,0,0,0,0,0,0,0,0,1,606,2016-06-27,0,0,1,0,0,,,,,,,,,,,,,0,47
85858617,2014-01-20,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,TMEG LAW OFFICE 104 - EXAMINING ATTORNEY ASSIGNED,0,0,"LIWINSKI, HELENE AGNES",1,0,0,0,0,0,0,0,2013-02-25,0,0,0,0,L40,2014-02-12,4000.0,BOLIVIAN BARBIE,0,0,0,,,,0,,0,0,0,0,0,0,0,0,1,1,602,2014-02-12,0,0,1,1,0,,,,,,,,,,,,,0,47
85860847,2017-01-16,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"SAPPENFIELD, ANN ELIZA",0,0,0,0,0,0,0,0,2013-02-26,0,1,1,0,N10,2014-05-06,5000.0,DISNEY REAL LIFE,0,0,0,2013-10-15,,,0,,0,0,0,0,0,0,0,0,0,0,606,2017-01-16,0,0,1,0,0,,,,,,,,,,,,1.0,0,47
85860859,2016-07-18,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"SAPPENFIELD, ANN ELIZA",0,0,0,0,0,0,0,0,2013-02-26,0,1,1,0,N10,2014-05-06,5000.0,DISNEY REALLIFE,0,0,0,2013-10-22,,,0,,0,0,0,0,0,0,0,0,0,0,606,2016-07-18,0,0,1,0,0,,,,,,,,,,,,1.0,0,47
85860917,2017-01-23,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"SAPPENFIELD, ANN ELIZA",0,0,0,0,0,0,0,0,2013-02-26,0,1,1,0,N10,2014-05-06,5000.0,DISNEY REALLIFE,0,0,0,2013-10-22,,,0,,0,0,0,0,0,0,0,0,0,0,606,2017-01-23,0,0,1,0,0,,,,,,,,,,,,1.0,0,47
85861027,2016-07-18,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"SAPPENFIELD, ANN ELIZA",0,0,0,0,0,0,0,0,2013-02-26,0,1,1,0,N10,2014-05-06,5000.0,DISNEY REAL LIFE,0,0,0,2013-10-22,,,0,,0,0,0,0,0,0,0,0,0,0,606,2016-07-18,0,0,1,0,0,,,,,,,,,,,,1.0,0,47
85861030,2016-07-18,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"SAPPENFIELD, ANN ELIZA",0,0,0,0,0,0,0,0,2013-02-26,0,1,1,0,N10,2014-05-06,5000.0,DISNEY REAL LIFE,0,0,0,2013-10-22,,,0,,0,0,0,0,0,0,0,0,0,0,606,2016-07-18,0,0,1,0,0,,,,,,,,,,,,1.0,0,47
85861032,2016-07-11,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"SAPPENFIELD, ANN ELIZA",0,0,0,0,0,0,0,0,2013-02-26,0,1,1,0,N10,2014-05-06,5000.0,DISNEY REAL LIFE,0,0,0,2013-10-15,,,0,,0,0,0,0,0,0,0,0,0,0,606,2016-07-11,0,0,1,0,0,,,,,,,,,,,,1.0,0,47
85863651,2015-03-23,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"POLLACK, ALISON FRIEDB",0,0,0,0,0,0,0,0,2013-02-28,0,1,1,0,L60,2014-08-29,3000.0,DISNEY ARCHIVE COLLECTION,0,0,0,2013-12-24,,,0,,0,0,0,0,0,0,0,0,0,0,606,2015-03-23,0,0,1,0,0,,,,,,,,,,,,1.0,0,47
85865280,,,0,0,0,0,2,2021-07-16,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"MITTLER, KEVIN A",1,0,0,0,0,0,0,0,2013-03-03,0,0,0,0,L70,2014-12-09,4000.0,MOM'S APPLE PIE MELT,0,0,0,2014-09-23,2014-12-09,,0,,0,0,0,0,0,0,0,0,0,1,710,2021-07-16,0,0,1,1,0,,,,,,,,,,,,,4651232,47
85865637,,,0,0,0,0,2,2021-11-19,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"BUCHANAN WILL, NORA",0,0,0,0,0,0,0,0,2013-03-04,0,0,1,0,M70,2015-02-09,4000.0,WILD APPLE,0,0,0,2014-04-15,2015-03-17,,0,,0,0,0,0,0,0,0,0,0,1,710,2021-11-19,0,0,1,1,0,,,,,,,,,,,,,4704338,47
85866125,,,0,0,0,0,2,2021-01-29,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"MCPHERSON RAYBURN, SHA",0,0,0,0,0,0,0,0,2013-03-04,0,0,1,0,L50,2014-05-20,4000.0,PINEAPPLE CRUNCH,0,0,0,2013-08-13,2014-06-24,,0,,0,0,0,0,0,0,0,0,0,1,710,2021-01-29,0,0,1,1,0,,,,,,,,,,,,0.0,4556941,47
85866352,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,TMO LAW OFFICE 116,0,0,"DWYER, JOHN D",1,0,0,0,0,0,0,0,2013-03-04,0,0,0,0,M70,2018-10-23,4000.0,321GOPROJECT,0,0,0,2013-07-30,2013-10-15,,0,,0,0,0,0,0,1,0,0,1,1,701,2018-10-23,0,0,0,1,0,,,,,,,,,,,,,4418150,47
85866462,2016-03-28,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"IN, SUNG HYUN",0,0,0,0,0,0,0,0,2013-03-04,0,1,1,0,L30,2014-09-05,4000.0,SAMSUNG DARE,0,0,0,2013-06-25,,,0,,0,0,0,0,0,0,0,0,0,1,606,2016-03-28,0,0,1,0,0,,,,,,,,,,,,1.0,0,47
85866811,,,0,0,0,0,2,2020-12-18,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"FARRELL, ANNE M",1,0,0,0,0,0,0,0,2013-03-05,0,0,0,0,M90,2014-05-13,4000.0,GREEN MARVEL,0,0,0,2014-02-25,2014-05-13,,0,,0,0,0,0,0,0,0,0,0,1,710,2020-12-18,0,0,1,1,0,,,,,,,,,,,,,4527979,47
85867352,,,0,0,0,0,2,2021-01-29,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"MCPHERSON RAYBURN, SHA",0,0,0,0,0,0,0,0,2013-03-05,0,0,1,0,L50,2014-05-20,4000.0,APPLE CRUNCH,0,0,0,2013-08-13,2014-06-24,,0,,0,0,0,0,0,0,0,0,0,1,710,2021-01-29,0,0,1,1,0,,,,,,,,,,,,0.0,4556946,47
85867713,,,0,0,0,0,2,2020-06-05,0,0,0,0,0,0,1,1,0,0,PUBLICATION AND ISSUE SECTION,0,0,"RICHARDS, SUSAN ANN",1,0,0,0,0,0,0,0,2013-03-05,0,0,0,0,L30,2013-10-08,3000.0,RED APPLE SCHOOL SUPPLY,0,0,0,2013-07-23,2013-10-08,,0,,0,0,0,0,0,0,0,0,1,0,710,2020-06-05,0,0,0,1,0,,,,,,,,,,,,,4414642,47
85867964,,,0,0,0,0,2,2020-10-02,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"IN, SUNG HYUN",0,0,1,0,0,0,0,0,2013-03-06,0,0,1,0,L30,2014-02-25,4000.0,SAMSUNG FRESH,0,0,0,2013-12-10,2014-02-25,,0,,0,0,0,0,0,0,0,0,0,1,710,2020-10-02,0,0,1,0,0,,,,,,,,,,,,1.0,4487391,47
85867969,,,0,0,0,0,2,2020-08-28,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"IN, SUNG HYUN",0,0,1,0,0,0,0,0,2013-03-06,0,0,1,0,L30,2014-01-21,4000.0,SAMSUNG JOY,0,0,0,2013-11-05,2014-01-21,,0,,0,0,0,0,0,0,0,0,0,1,710,2020-08-28,0,0,1,0,0,,,,,,,,,,,,1.0,4469232,47
85869615,,,0,0,0,0,2,2020-06-05,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"CORDOVA, RAUL",1,0,0,0,0,0,0,0,2013-03-07,0,0,0,0,M50,2013-10-15,4000.0,APPLES GONE WILD,0,0,0,2013-07-30,2013-10-15,,0,,0,0,0,0,0,0,0,0,0,1,710,2020-06-05,0,0,1,1,0,,,,,,,,,,,,,4418213,47
85870514,,,0,0,0,0,,,0,0,0,0,0,0,1,1,0,0,TMEG LAW OFFICE 104,0,0,"SPILS, CAROL A",1,0,0,0,0,0,0,0,2013-03-08,0,0,0,0,L40,2019-12-07,3000.0,CHANELL WRIGHT SAVE A CHILD FOUNDATION,0,0,0,2013-08-27,2013-11-12,,0,,0,0,0,0,0,1,0,0,1,0,701,2019-12-07,0,0,0,1,0,,,,,,,,,,,,,4431754,47
85871023,,,0,0,0,0,2,2021-11-19,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"PEREZ, STEVEN M",0,0,1,0,0,0,0,0,2013-03-08,0,0,1,0,L10,2015-04-28,4000.0,SAMSUNG SMART SCROLL,0,0,0,2015-02-10,2015-04-28,,0,,0,0,0,0,0,0,0,0,0,1,710,2021-11-19,0,0,1,0,0,,,,,,,,,,,,1.0,4726030,47
85871650,2014-06-05,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"COLEMAN, CIMMERIAN",0,0,0,0,0,0,0,0,2013-03-08,0,1,1,0,L20,2014-03-04,4000.0,WASHINGTON APPLE,0,0,0,2014-01-07,,,0,,0,0,0,0,0,0,0,0,0,1,605,2014-06-06,0,0,1,0,0,,,,,,,,,,,,,0,47
85872064,2013-12-24,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,TMEG LAW OFFICE 108 - EXAMINING ATTORNEY ASSIGNED,0,0,"SHARPER JR, SAMUEL E",0,0,0,0,0,0,0,0,2013-03-10,0,1,1,0,L80,2014-01-21,4000.0,PINEAPPLE. STREETWEAR,0,0,0,,,,0,,0,0,0,0,0,0,0,0,0,1,602,2014-01-21,0,0,1,0,0,,,,,,,,,,,,,0,47
85872316,2015-07-22,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"HELLMAN, ELI J",0,0,0,0,0,0,0,0,2013-03-11,0,1,1,0,M30,2014-09-15,4000.0,DREAM PLANET WITH SAMSUNG GALAXY,0,0,0,2014-01-07,,,0,,0,0,0,0,0,0,0,0,1,1,606,2015-07-22,0,0,0,0,0,,,,,,,,,,,,,0,47
85872320,2015-04-13,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"HELLMAN, ELI J",0,0,0,0,0,0,0,0,2013-03-11,0,1,1,0,M30,2014-03-11,4000.0,DREAM TOGETHER WITH SAMSUNG GALAXY,0,0,0,2014-01-14,,,0,,0,0,0,0,0,0,0,0,1,1,606,2015-04-13,0,0,0,0,0,,,,,,,,,,,,,0,47
85872331,2015-04-06,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"HELLMAN, ELI J",0,0,0,0,0,0,0,0,2013-03-11,0,1,1,0,M30,2014-03-04,4000.0,DREAM SCHOOL WITH SAMSUNG GALAXY,0,0,0,2014-01-07,,,0,,0,0,0,0,0,0,0,0,1,1,606,2015-04-06,0,0,0,0,0,,,,,,,,,,,,,0,47
85872338,2015-04-06,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"HELLMAN, ELI J",0,0,0,0,0,0,0,0,2013-03-11,0,1,1,0,M30,2014-03-04,4000.0,DREAM LIFE WITH SAMSUNG GALAXY,0,0,0,2014-01-07,,,0,,0,0,0,0,0,0,0,0,1,1,606,2015-04-06,0,0,0,0,0,,,,,,,,,,,,,0,47
85873001,2015-09-28,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"IN, SUNG HYUN",0,0,0,0,0,0,0,0,2013-03-11,0,1,1,0,L30,2014-09-05,3000.0,SAMSUNG WATCHON,0,0,0,2013-07-02,,,0,,0,0,0,0,0,0,0,0,1,0,606,2015-09-28,0,0,1,0,0,,,,,,,,,,,,1.0,0,47
85873576,2015-08-26,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,TTAB,0,0,"FINK, GINA M",0,0,0,0,0,0,0,0,2013-03-12,0,1,1,0,L90,2015-08-26,4000.0,DANA CHANEL,0,0,0,2013-08-27,,,0,,0,0,0,0,0,0,0,0,1,1,604,2015-08-26,0,0,0,0,0,,,,,,,,,,,,,0,47
85873784,,,0,1,0,0,2,2020-08-21,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"HELLMAN, ELI J",0,0,1,0,1,0,0,0,2013-03-12,0,0,1,0,M30,2014-01-14,4000.0,SAMSUNG YES,0,0,0,2013-10-29,2014-01-14,,0,,0,0,0,0,0,0,0,0,0,1,710,2020-08-21,0,0,1,0,0,,,,,,,,,,,,,4465074,47
85873822,,,0,1,0,0,2,2020-07-31,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"HELLMAN, ELI J",0,0,1,0,1,0,0,0,2013-03-12,1,0,1,0,M30,2013-12-24,4000.0,SAMSUNG SAY,0,0,0,2013-10-08,2013-12-24,,0,,0,0,0,0,0,0,0,0,0,1,710,2020-07-31,0,0,1,0,0,,,,,,,,,,,,,4453834,47
85875963,,,0,0,0,0,2,2021-11-19,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"PEREZ, STEVEN M",0,0,1,0,1,0,0,0,2013-03-14,1,0,1,0,L10,2015-05-12,4000.0,SAMSUNG SMART MEMORY,0,0,0,2015-02-24,2015-05-12,,0,,0,0,0,0,0,0,0,0,0,1,710,2021-11-19,0,0,1,0,0,,,,,,,,,,,,1.0,4733873,47
85876094,2013-12-31,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,TMEG LAW OFFICE 101 - EXAMINING ATTORNEY ASSIGNED,0,0,"MICHELI, ANGELA M",1,0,0,0,0,0,0,0,2013-03-14,0,0,0,0,L10,2014-01-31,4000.0,FORTUNENADO BY STANLEY FORTUNE,0,0,0,,,,0,,0,0,0,1,0,0,0,0,0,1,602,2014-01-31,0,0,1,1,0,,,,,,,,,,,,,0,47
85876682,2014-01-02,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,TMO LAW OFFICE 118- EXAMINING ATTORNEY ASSIGNED,0,0,"MICHOS, JOHN E",0,0,0,0,0,0,0,0,2013-03-14,0,1,1,0,M90,2014-01-27,4000.0,APPLE HILL,0,0,0,,,,0,,0,0,0,0,0,0,0,0,0,1,602,2014-01-27,0,0,1,0,0,,,,,,,,,,,,,0,47
85876694,2014-01-02,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,TMO LAW OFFICE 118- EXAMINING ATTORNEY ASSIGNED,0,0,"MICHOS, JOHN E",0,0,0,0,0,0,0,0,2013-03-14,0,1,1,0,M90,2014-01-27,4000.0,APPLE HILL,0,0,0,,,,0,,0,0,0,0,0,0,0,0,0,1,602,2014-01-27,0,0,1,0,0,,,,,,,,,,,,,0,47
85877294,2016-03-28,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,INTENT TO USE SECTION,0,0,"IN, SUNG HYUN",0,0,0,0,0,0,0,0,2013-03-15,0,1,1,0,L30,2014-09-05,4000.0,SAMSUNG AVIA,0,0,0,2013-06-25,,,0,,0,0,0,0,0,0,0,0,0,1,606,2016-03-28,0,0,1,0,0,,,,,,,,,,,,1.0,0,47
85878455,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,"EULIN, INGRID C",1,0,0,0,0,0,0,0,2013-03-18,0,0,0,0,M20,2023-07-08,4000.0,SMILEGOODS,0,0,0,2013-07-09,2013-09-24,2023-09-24,0,,0,1,0,0,0,1,0,0,0,1,800,2023-07-08,0,0,1,1,0,,,,,,,,,,,,0.0,4407128,47
85878678,,,0,0,0,0,2,2020-12-11,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"CORDOVA, RAUL",0,0,0,0,0,0,0,0,2013-03-18,0,0,1,0,M50,2014-03-31,3000.0,"APPLES GONE WILD ""CRAZY GOOD""",0,0,0,2013-08-06,2014-05-06,,0,,0,0,0,0,0,0,0,0,0,0,710,2020-12-11,0,0,1,1,0,,,,,,,,,,,,,4526869,47
85879206,,,0,0,0,0,2,2020-12-25,0,0,0,0,0,0,0,0,0,0,PUBLICATION AND ISSUE SECTION,0,0,"DAWE III, WILLIAM H",1,0,0,0,0,0,0,0,2013-03-18,0,0,0,0,L80,2014-05-20,4000.0,APPLEAPRON,0,0,0,2014-03-04,2014-05-20,,0,,0,0,0,0,0,0,0,0,1,1,710,2020-12-25,0,0,0,1,0,,,,,,,,,,,,,4531981,47
85880373,2016-10-17,,0,0,0,0,,,0,0,0,0,0,0,1,1,0,0,INTENT TO USE SECTION,0,0,"SPILS, CAROL A",0,0,0,0,0,0,0,0,2013-03-19,0,1,1,0,L40,2014-07-22,3000.0,GUCCI,0,0,0,2013-07-16,,,0,,0,0,0,0,0,0,0,0,1,0,606,2016-10-17,0,0,0,0,0,,,,,,,,,,,,1.0,0,47
