serial_no,abandon_dt,amend_reg_dt,amend_lb_for_app_in,amend_lb_for_reg_in,amend_lb_itu_in,amend_lb_use_in,reg_cancel_cd,reg_cancel_dt,cancel_pend_in,cert_mark_in,chg_reg_in,coll_memb_mark_in,coll_serv_mark_in,coll_trade_mark_in,draw_color_cur_in,draw_color_file_in,concur_use_in,concur_use_pend_in,file_location,draw_3d_cur_in,draw_3d_file_in,exm_attorney_name,lb_use_file_in,lb_for_app_cur_in,lb_for_reg_cur_in,lb_intl_reg_cur_in,lb_for_app_file_in,lb_for_reg_file_in,lb_intl_reg_file_in,lb_none_cur_in,filing_dt,for_priority_in,lb_itu_cur_in,lb_itu_file_in,interfer_pend_in,exm_office_cd,file_location_dt,mark_draw_cd,mark_id_char,opposit_pend_in,amend_principal_in,concur_use_pub_in,publication_dt,registration_dt,renewal_dt,renewal_file_in,repub_12c_dt,repub_12c_in,incontest_ack_in,incontest_file_in,acq_dist_in,acq_dist_part_in,use_afdv_acc_in,use_afdv_file_in,use_afdv_par_acc_in,serv_mark_in,std_char_claim_in,cfh_status_cd,cfh_status_dt,amend_supp_reg_in,supp_reg_in,trade_mark_in,lb_use_cur_in,lb_none_file_in,ir_auto_reg_dt,ir_first_refus_in,ir_death_dt,ir_publication_dt,ir_registration_dt,ir_registration_no,ir_renewal_dt,ir_status_cd,ir_status_dt,ir_priority_dt,ir_priority_in,related_other_in,registration_no,tad_file_id
73119116,,,0,0,0,0,2,1984-08-28,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1977-03-15,0,0,0,0,000,1994-03-20,3000,A APPLE TREE FASHIONS,0,0,0,,1978-03-14,,0,,0,0,0,0,0,0,0,0,0,0,710,1984-08-28,0,0,1,1,0,,,,,,,,,,,,0.0,1087382,7
73120444,,,0,0,0,0,,,1,0,1,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1977-03-25,0,0,0,0,,2019-03-13,1000,APPLE,0,0,0,,1977-11-29,2017-11-29,0,,0,1,0,0,0,1,0,0,0,0,800,2019-03-13,0,0,1,1,0,,,,,,,,,,,,,1078312,7
73120451,,,0,0,0,0,2,1990-04-10,0,0,1,0,0,0,0,0,0,0,FILE DESTROYED,0,0,"TINGLEY, JOHN C",1,0,0,0,0,0,0,0,1977-03-25,0,0,0,0,530,1994-06-04,3T23,MERCEDES-BENZ ORIGINAL-TEILE GEPRUFTE QUALITAT MADE IN GERMANY,0,0,0,1984-01-03,1984-03-27,,0,,0,0,0,0,0,0,0,0,0,0,710,1990-04-10,0,0,1,1,0,,,,,,,,,,,,,1271461,7
73122456,,,0,0,0,0,2,1984-05-29,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1977-04-12,0,0,0,0,000,1994-03-19,1000,IT'S MARVELOUS,0,0,0,,1978-01-03,,0,,0,0,0,0,0,0,0,0,0,0,710,1984-05-29,0,0,1,1,0,,,,,,,,,,,,,1081152,7
73122487,,,0,0,0,0,2,1986-02-10,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1977-04-12,0,0,0,0,000,1994-04-02,1000,CAPTAIN MARVEL,0,0,0,,1979-08-14,,0,,0,0,0,0,0,0,0,0,0,0,710,1986-02-10,0,0,1,1,0,,,,,,,,,,,,0.0,1123951,7
73123836,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1977-04-22,0,0,0,0,000,1999-04-09,1000,DISNEYLAND,0,0,0,,1978-04-25,,0,,0,1,0,0,0,1,0,0,0,0,900,1999-02-02,0,0,1,1,0,,,,,,,,,,,,0.0,1090030,7
73124427,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1977-04-27,0,0,0,0,000,1989-09-22,5000,STANLEY H. KAPLAN EDUCATIONAL CENTER,0,0,0,,1978-02-07,,0,,0,1,0,0,0,1,0,0,1,0,900,1998-11-16,0,0,0,1,0,,,,,,,,,,,,0.0,1085106,7
73124428,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,SCANNING ON DEMAND,0,0,,1,0,0,0,0,0,0,0,1977-04-27,0,0,0,0,000,2007-11-20,5T11,STANLEY H. KAPLAN,0,0,0,,1977-12-27,1997-12-27,0,,0,1,0,0,0,1,0,0,1,0,900,2008-10-04,0,0,0,1,0,,,,,,,,,,,,0.0,1080616,7
73125120,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1977-05-02,0,0,0,0,000,1989-01-12,5000,APPLE & EVE,0,0,0,,1978-05-23,,0,,0,1,0,0,0,1,0,0,0,0,900,1999-03-02,0,0,1,1,0,,,,,,,,,,,,,1091949,7
73125326,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1977-05-04,0,0,0,0,000,1998-06-30,1000,DISNEY,0,0,0,,1978-05-16,,0,,0,1,0,1,0,1,0,0,0,0,900,1999-02-22,0,0,1,1,0,,,,,,,,,,,,1.0,1091425,7
73126009,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,SCANNING ON DEMAND,0,0,,1,0,0,0,0,0,0,0,1977-05-10,0,0,0,0,000,2007-12-26,1000,MERCEDES,0,0,0,,1978-07-11,1998-07-11,0,,0,1,0,1,0,1,0,0,0,0,900,2009-04-18,0,0,1,1,0,,,,,,,,,,,,0.0,1096109,7
73127580,,1979-03-22,0,0,0,0,2,2016-01-18,0,0,0,0,0,0,0,0,0,0,POST REGISTRATION,0,0,,1,0,0,0,0,0,0,0,1977-05-23,0,0,0,0,,2016-01-18,1000,APPLE-APPLE,0,0,0,,1979-08-28,1999-08-28,0,,0,0,0,0,0,1,0,0,0,0,710,2016-01-18,1,1,1,1,0,,,,,,,,,,,,,1124610,7
73127763,,,0,0,0,0,2,1985-01-08,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1977-05-23,0,0,0,0,000,1994-03-26,1000,APPLEMANAGEMENT,0,0,0,,1978-06-20,,0,,0,0,0,0,0,0,0,0,1,0,710,1985-01-08,0,0,0,1,0,,,,,,,,,,,,,1093969,7
73128464,,,0,0,0,0,2,1984-09-11,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1977-05-31,0,0,0,0,000,1994-03-20,1000,APPLEPIESANO,0,0,0,,1978-03-28,,0,,0,0,0,0,0,0,0,0,1,0,710,1984-09-11,0,0,0,1,0,,,,,,,,,,,,,1088377,7
73129001,,,0,0,0,0,2,2021-10-15,0,0,0,0,0,0,0,0,0,0,POST REGISTRATION,0,0,,1,0,0,0,0,0,0,0,1977-06-03,0,0,0,0,000,2008-03-29,1000,GUCCI,0,0,0,,1978-06-20,2008-06-20,0,,0,1,0,1,0,1,0,0,0,0,710,2021-10-15,0,0,1,1,0,,,,,,,,,,,,1.0,1093769,7
73129545,,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1977-06-08,0,0,0,0,000,1984-01-05,3W23,APPLE FRANKIE'S FUNNEL CAKES,0,0,0,,1978-05-09,,0,,0,1,0,0,0,1,0,0,1,0,900,1999-02-15,0,0,1,1,0,,,,,,,,,,,,,1091043,7
73129826,,,0,0,0,0,2,1985-05-21,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1977-06-10,0,0,0,0,000,1985-06-18,3000,APPLE QUES,0,0,0,,1978-11-14,,0,,0,0,0,0,0,0,0,0,0,0,710,1985-05-21,0,0,1,1,0,,,,,,,,,,,,,1106163,7
73129979,,,0,0,0,0,2,1985-06-24,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,"TINGLEY, JOHN C",1,0,0,0,0,0,0,0,1977-06-10,0,0,0,0,530,1994-03-26,3000,HERMES STANDARD TYPE ACOUSTIC TYPE,1,0,0,1978-06-06,1978-12-19,,0,,0,0,0,0,0,0,0,0,0,0,710,1985-06-24,0,0,1,1,0,,,,,,,,,,,,,1109326,7
73130118,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1977-06-13,0,0,0,0,000,1989-06-22,3000,STANLEY H. KAPLAN EDUCATIONAL CENTER,0,0,0,,1978-04-11,,0,,0,1,0,0,0,1,0,0,1,0,900,1999-01-18,0,0,0,1,0,,,,,,,,,,,,0.0,1089437,7
73130369,,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1977-05-27,0,0,0,0,000,1988-11-16,1000,MS. MARVEL,0,0,0,,1978-01-31,,0,,0,0,0,0,0,1,0,0,0,0,900,1998-11-09,0,0,1,1,0,,,,,,,,,,,,1.0,1083963,7
73131458,,,0,0,0,0,2,1984-06-26,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1977-06-22,0,0,0,0,000,1994-03-19,1000,APPLE CRUNCHERS,0,0,0,,1978-01-31,,0,,0,0,0,0,0,0,0,0,0,0,710,1984-06-26,0,0,1,1,0,,,,,,,,,,,,,1084149,7
73131488,,,0,0,0,0,2,1984-06-26,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1977-06-22,0,0,0,0,000,1994-03-19,1000,APPLE CRUNCHUMS,0,0,0,,1978-01-31,,0,,0,0,0,0,0,0,0,0,0,0,710,1984-06-26,0,0,1,1,0,,,,,,,,,,,,,1084150,7
73131489,,,0,0,0,0,2,1984-06-26,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1977-06-22,0,0,0,0,000,1994-03-19,1000,CRUNCHIN' APPLES,0,0,0,,1978-01-31,,0,,0,0,0,0,0,0,0,0,0,0,710,1984-06-26,0,0,1,1,0,,,,,,,,,,,,,1084151,7
73131490,,,0,0,0,0,2,1984-06-26,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1977-06-22,0,0,0,0,000,1994-03-19,1000,APPLE CRUNCHES,0,0,0,,1978-01-31,,0,,0,0,0,0,0,0,0,0,0,0,710,1984-06-26,0,0,1,1,0,,,,,,,,,,,,,1084152,7
73132852,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1977-07-05,0,0,0,0,000,2001-08-24,1000,JOHNNY APPLE-PEELER,0,0,0,,1978-12-12,,0,,0,1,0,0,0,1,0,0,0,0,900,1999-09-20,0,0,1,1,0,,,,,,,,,,,,,1108696,7
73133332,,,0,0,0,0,2,1984-07-03,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1977-07-08,0,0,0,0,000,1994-03-20,1000,APPLEASY,0,0,0,,1978-02-07,,0,,0,0,0,0,0,0,0,0,0,0,710,1984-07-03,0,0,1,1,0,,,,,,,,,,,,,1084983,7
73133733,,,0,0,0,0,2,1985-05-28,0,0,1,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1977-07-13,0,0,0,0,000,1994-03-26,1000,MARVELLE,0,0,0,,1978-10-03,,0,,0,0,0,0,0,0,0,0,0,0,710,1985-04-15,0,0,1,1,0,,,,,,,,,,,,,1103451,7
73133831,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1977-07-13,0,0,0,0,,2020-06-03,3000,GUCCI,0,0,0,,1980-04-08,2020-04-08,0,,0,1,0,0,0,1,0,0,0,0,800,2020-06-03,0,0,1,1,0,,,,,,,,,,,,,1132675,7
73133832,,,0,0,0,0,2,2021-10-15,0,0,0,0,0,0,0,0,0,0,POST REGISTRATION,0,0,,1,0,0,0,0,0,0,0,1977-07-13,0,0,0,0,000,2008-06-07,3R21,GUCCI,0,0,0,,1979-02-06,2009-02-06,0,,0,1,0,0,0,1,0,0,0,0,710,2021-10-15,0,0,1,1,0,,,,,,,,,,,,,1112601,7
73133833,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1977-07-13,0,0,0,0,000,1988-04-12,3000,GUCCI,0,0,0,,1978-05-23,,1,,0,1,0,0,0,1,0,0,0,0,900,1999-03-02,0,0,1,1,0,,,,,,,,,,,,,1091814,7
73133834,,,0,0,0,0,2,2021-10-15,0,0,0,0,0,0,0,0,0,0,POST REGISTRATION,0,0,,1,0,0,0,0,0,0,0,1977-07-13,0,0,0,0,000,2008-03-29,3R20,GUCCI,0,0,0,,1978-07-25,2008-07-25,0,,0,1,0,0,0,1,0,0,0,0,710,2021-10-15,0,0,1,1,0,,,,,,,,,,,,,1097483,7
73133835,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1977-07-13,0,0,0,0,000,1988-03-30,3000,GUCCI,0,0,0,,1978-02-14,,0,,0,1,0,0,0,1,0,0,0,0,900,1998-11-24,0,0,1,1,0,,,,,,,,,,,,,1085526,7
73133836,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,SCANNING ON DEMAND,0,0,,1,0,0,0,0,0,0,0,1977-07-13,0,0,0,0,000,2008-01-16,3R21,GUCCI,0,0,0,,1979-02-06,1999-02-06,0,,0,1,0,0,0,1,0,0,0,0,900,2009-09-12,0,0,1,1,0,,,,,,,,,,,,,1112752,7
73133837,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1977-07-13,0,0,0,0,000,1988-03-30,3000,GUCCI,0,0,0,,1978-05-23,,0,,0,1,0,0,0,1,0,0,0,0,900,1999-03-02,0,0,1,1,0,,,,,,,,,,,,,1091868,7
73133838,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1977-07-13,0,0,0,0,000,2018-08-02,3000,GUCCI,0,0,0,,1978-07-25,2018-07-25,0,,0,1,0,0,0,1,0,0,0,0,800,2018-08-02,0,0,1,1,0,,,,,,,,,,,,,1097555,7
73133839,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1977-07-13,0,0,0,0,000,1988-03-30,3000,GUCCI,0,0,0,,1978-06-06,,0,,0,1,0,0,0,1,0,0,0,0,900,1999-03-17,0,0,1,1,0,,,,,,,,,,,,,1092897,7
73133840,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1977-07-13,0,0,0,0,000,1988-03-30,3000,GUCCI,0,0,0,,1978-02-07,,0,,0,1,0,0,0,1,0,0,0,0,900,1998-11-16,0,0,1,1,0,,,,,,,,,,,,,1085016,7
73133841,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,SCANNING ON DEMAND,0,0,,1,0,0,0,0,0,0,0,1977-07-13,0,0,0,0,000,2007-12-18,3R21,GUCCI,0,0,0,,1978-06-06,1998-06-06,0,,0,1,0,0,0,1,0,0,0,0,900,2009-03-14,0,0,1,1,0,,,,,,,,,,,,0.0,1092621,7
73134603,,,0,0,0,0,2,2021-10-15,0,0,1,0,0,0,0,0,0,0,POST REGISTRATION,0,0,,1,0,0,0,0,0,0,0,1977-07-20,0,0,0,0,,2008-04-17,3U10,MARVEL AB,0,0,0,,1978-07-04,2008-07-04,1,,0,1,0,0,0,1,0,1,0,0,710,2021-10-15,0,0,1,1,0,,,,,,,,,,,,0.0,1094999,7
73136686,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1977-08-08,0,0,0,0,000,1985-04-09,3000,THE BIG APPLE MENAGERIE,0,0,0,,1978-03-21,,0,,0,1,0,0,0,1,0,0,1,0,900,1998-12-22,0,0,0,1,0,,,,,,,,,,,,,1087860,7
73136687,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1977-08-08,0,0,0,0,000,1994-07-29,1000,THE BIG APPLE MENAGERIE,0,0,0,,1978-03-21,,0,,0,1,0,0,0,1,0,0,1,0,900,1998-12-22,0,0,0,1,0,,,,,,,,,,,,,1087861,7
73136958,,,0,0,0,0,2,1986-01-24,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1977-08-09,0,0,0,0,000,1994-04-02,5000,APPLE APEEL!,0,0,0,,1979-07-24,,0,,0,0,0,0,0,0,0,0,0,0,710,1986-01-24,0,0,1,1,0,,,,,,,,,,,,,1122913,7
73138959,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1977-08-26,0,0,0,0,000,1983-12-01,1000,CHANEL,0,0,0,,1978-02-28,,0,,0,1,0,0,0,1,0,0,0,0,900,1998-12-07,0,0,1,1,0,,,,,,,,,,,,0.0,1086438,7
73139066,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1977-08-26,0,0,0,0,000,2018-03-29,1000,CHANEL,0,0,0,,1978-03-28,2018-03-28,0,,0,1,0,0,0,1,0,0,0,0,800,2018-03-29,0,0,1,1,0,,,,,,,,,,,,1.0,1087999,7
73139075,,,0,0,0,0,2,1984-09-04,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1977-08-22,0,0,0,0,000,1994-03-20,3000,HINIKER,0,0,0,,1978-03-21,,0,,0,0,0,0,0,0,0,0,0,0,710,1984-09-04,0,0,1,1,0,,,,,,,,,,,,,1087664,7
73139291,,,0,0,0,0,3,1984-05-01,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1977-08-29,0,0,0,0,000,1994-03-19,1000,THE BIG APPLE SLACKS,0,0,0,,1978-02-21,,0,,0,0,0,0,0,0,0,0,0,0,713,1984-05-01,0,0,1,1,0,,,,,,,,,,,,,1086067,7
73139750,,,0,0,0,0,2,1984-12-18,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1977-09-02,0,0,0,0,000,1994-03-21,3000,CHANEL CREME NO. 1,0,0,0,,1978-06-06,,0,,0,0,0,0,0,0,0,0,0,0,710,1984-12-18,0,0,1,1,0,,,,,,,,,,,,0.0,1092623,7
73143444,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,SCANNING ON DEMAND,0,0,,1,0,0,0,0,0,0,0,1977-10-03,0,0,0,0,000,2007-12-21,5S11,STANLEY BLACKER,0,0,0,,1978-06-13,1998-06-13,0,,0,1,0,0,0,1,0,0,0,0,900,2009-03-21,0,0,1,1,0,,,,,,,,,,,,1.0,1093334,7
73144185,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1977-10-11,0,0,0,0,,2018-08-10,1000,MARVEL TEAM-UP,0,0,0,,1978-11-21,2018-11-21,0,,0,1,0,0,0,1,0,0,0,0,800,2018-08-10,0,0,1,1,0,,,,,,,,,,,,0.0,1106657,7
73146632,,,0,0,0,0,2,1985-05-14,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1977-10-31,0,0,0,0,000,1994-03-26,1000,MENNEN APPLE VINEGAR,0,0,0,,1978-09-19,,0,,0,0,0,0,0,0,0,0,0,0,710,1985-04-01,0,0,1,1,0,,,,,,,,,,,,1.0,1102493,7
73147965,,,0,0,0,0,2,2021-10-15,0,0,0,0,0,0,0,0,0,0,POST REGISTRATION,0,0,,1,0,0,0,0,0,0,0,1977-11-09,0,0,0,0,,2009-01-30,3S09,NEW HERMES,0,0,0,,1978-10-17,2008-10-17,0,,0,1,0,0,0,1,0,0,0,0,710,2021-10-15,0,0,1,1,0,,,,,,,,,,,,0.0,1104207,7
73149460,,,0,0,0,0,2,1985-06-25,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1977-11-21,0,0,0,0,000,1994-03-26,1000,STANLEY STEAMER,0,0,0,,1978-12-19,,0,,0,0,0,0,0,0,0,0,0,0,710,1985-06-25,0,0,1,1,0,,,,,,,,,,,,,1109416,7
73150965,,,0,0,0,0,2,2000-12-23,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1977-12-05,0,0,0,0,000,1989-03-20,5,EQUIPHONE,0,0,0,,1979-11-06,,0,,0,1,0,0,0,1,0,0,1,0,710,2000-12-23,0,0,0,1,0,,,,,,,,,,,,0.0,1126597,7
73151236,,,0,0,0,0,2,2001-09-30,0,0,1,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1977-12-07,0,0,0,0,000,2001-10-05,1000,MIGHTY MARVEL,0,0,0,1980-04-01,1980-09-16,,0,,0,0,0,0,0,1,0,0,0,0,710,2001-09-30,0,0,1,1,0,,,,,,,,,,,,,1139659,7
73152117,,,0,0,0,0,2,1985-06-18,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1977-12-15,0,0,0,0,000,1994-03-27,3000,APPLE FRANKIE'S FUNNEL CAKES,0,0,0,,1978-12-12,,0,,0,0,0,0,0,0,0,0,0,0,710,1985-06-18,0,0,1,1,0,,,,,,,,,,,,0.0,1108841,7
73152137,,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1977-12-15,0,0,0,0,,2018-08-03,5T07,HERMES,0,0,0,,1978-08-15,2018-08-15,0,,0,1,0,0,0,1,0,0,1,0,800,2018-08-03,0,0,0,1,0,,,,,,,,,,,,1.0,1099896,7
73152138,,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1977-12-15,0,0,0,0,540,2018-08-03,3T19,HERMES,0,0,0,,1978-08-15,2018-08-15,0,,0,1,0,0,0,1,0,0,1,0,800,2018-08-03,0,0,0,1,0,,,,,,,,,,,,1.0,1099897,7
73154176,,,0,0,0,0,2,1985-05-28,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1978-01-03,0,0,0,0,000,1994-03-26,1000,SHINEY APPLE,0,0,0,,1978-10-03,,0,,0,0,0,0,0,0,0,0,0,0,710,1985-04-15,0,0,1,1,0,,,,,,,,,,,,,1103282,7
73155097,,,0,0,0,0,2,1986-10-02,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1978-01-12,0,0,0,0,000,1994-04-09,5000,APPLEBAUM,0,0,0,,1980-05-13,,0,,0,0,0,0,0,0,0,0,0,0,710,1986-10-02,0,0,1,1,0,,,,,,,,,,,,,1135113,7
73156239,,,0,0,0,0,2,1985-07-03,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1978-01-23,0,0,0,0,000,1994-03-26,1000,GREETING THE BIG APPLE,0,0,0,,1978-12-26,,0,,0,0,0,0,0,0,0,0,1,0,710,1985-07-03,0,0,0,1,0,,,,,,,,,,,,,1110273,7
73157452,,,0,0,0,0,2,1987-01-29,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1978-02-03,0,0,0,0,000,1994-04-09,1000,APPLE SNAP,0,0,0,,1980-09-02,,0,,0,0,0,0,0,0,0,0,0,0,710,1987-01-29,0,0,1,1,0,,,,,,,,,,,,,1139285,7
73160290,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1978-02-28,0,0,0,0,,2019-02-22,1000,CITIPHONE,0,0,0,,1979-01-23,2019-01-23,0,,0,1,0,0,0,1,0,0,1,0,800,2019-02-22,0,0,0,1,0,,,,,,,,,,,,,1111938,7
73161370,,,0,0,0,0,2,2021-10-15,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1978-03-08,0,0,0,0,,2011-04-06,1000,HERMESETAS,0,0,0,1981-01-20,1981-04-14,2011-04-14,0,,0,1,0,0,0,1,0,0,0,0,710,2021-10-15,0,0,1,1,0,,,,,,,,,,,,1.0,1150724,7
73161603,,,0,0,0,0,2,1986-09-19,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1978-03-10,0,0,0,0,000,1994-04-09,1000,HERMES,0,0,0,,1980-04-29,,0,,0,0,0,0,0,0,0,0,1,0,710,1986-09-19,0,0,0,1,0,,,,,,,,,,,,,1134294,7
73163176,,,0,0,0,0,2,2002-07-20,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1978-03-22,0,0,0,0,000,2000-03-24,1000,MARVEL SUPER-HEROES,0,0,0,1981-06-23,1981-09-15,,0,,0,1,0,0,0,1,0,0,1,0,710,2002-07-20,0,0,1,1,0,,,,,,,,,,,,1.0,1168988,7
73165280,,,0,0,0,0,2,1985-10-24,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1978-04-06,0,0,0,0,000,1994-03-27,3000,APPLE KART,0,0,0,,1979-04-17,,0,,0,0,0,0,0,0,0,0,0,0,710,1985-10-24,0,0,1,1,0,,,,,,,,,,,,0.0,1116704,7
73166987,,,0,0,0,0,2,1986-08-21,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1978-04-19,0,0,0,0,000,1994-04-09,5000,APPLE PIE,0,0,0,,1980-04-01,,0,,0,0,0,0,0,0,0,0,0,0,710,1986-08-21,0,0,1,1,0,,,,,,,,,,,,,1132344,7
73168133,,,0,0,0,0,2,1986-03-26,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1978-04-27,0,0,0,0,000,1994-04-02,1000,BIG APPLE,0,0,0,,1979-10-16,,0,,0,0,0,0,0,0,0,0,1,0,710,1986-03-26,0,0,0,1,0,,,,,,,,,,,,,1126074,7
73168424,,,0,0,0,0,2,1988-01-20,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1978-04-28,0,0,0,0,000,1994-04-23,1000,SWEET APPLE,0,0,0,1981-04-14,1981-07-07,,0,,0,0,0,0,0,0,0,0,0,0,710,1988-01-20,0,0,1,1,0,,,,,,,,,,,,,1160086,7
