case_row_id,case_number,case_number_raw,district_id,party_row_count,party_type,name,name_long
725,0:03-cv-00857,0:03-cv-00857-DWF-SRN,mnd,3044,Defendant,"Safilo USA, Inc.","Safilo USA, Inc."
726,0:03-cv-00868,0:03-cv-00868-RHK-RLE,mnd,479702,Counter Claimant,Dr  Martin Hinz,Dr  Martin Hinz
727,0:03-cv-00968,0:03-cv-00968-JNE-JGL,mnd,3052,Counter Claimant,Michael Degerness,Michael Degerness
728,0:03-cv-00993,0:03-cv-00993-JNE-RLE,mnd,3056,Defendant,Alumacraft Boat Co,Alumacraft Boat Co
729,0:03-cv-01016,0:03-cv-01016-JRT-FLN,mnd,3058,Defendant,"AS Hospitality, Inc.","AS Hospitality, Inc."
730,0:03-cv-01032,0:03-cv-01032-JMR-FLN,mnd,3061,Counter Claimant,Benjamin Obdyke Inc.,Benjamin Obdyke Inc.
731,0:03-cv-01064,0:03-cv-01064-DWF-RLE,mnd,430155,Counter Claimant,Koninklijke Philips Electronics NV,Koninklijke Philips Electronics NV
732,0:03-cv-01160,0:03-cv-01160-MJD-JGL,mnd,3071,Defendant,"Anderson Environmental Systems, Inc.","Anderson Environmental Systems, Inc."
733,0:03-cv-01183,0:03-cv-01183-JRT-FLN,mnd,3075,Counter Claimant,Wagner Spray Tech Corporation,Wagner Spray Tech Corporation
734,0:03-cv-01189,0:03-cv-01189-DSD-SRN,mnd,3079,Counter Claimant,"Medical Research Laboratories, Inc.","Medical Research Laboratories, Inc."
735,0:03-cv-02128,0:03-cv-02128-DSD-JSM,mnd,3083,Defendant,"Classen Manufacturing, Inc.,","Classen Manufacturing, Inc.,"
736,0:03-cv-02231,0:03-cv-02231-JNE-SRN,mnd,3086,Counter Claimant,JohnsonDiversey,JohnsonDiversey
737,0:03-cv-02462,0:03-cv-02462-PAM-RLE,mnd,3091,Defendant,"Fire Barrier Installations, Inc.,","Fire Barrier Installations, Inc.,"
738,0:03-cv-02477,0:03-cv-02477-JNE-JSM,mnd,506692,Counter Claimant,Ethex Corporation,Ethex Corporation
739,0:03-cv-02499,0:03-cv-02499-DSD-JSM,mnd,3101,Defendant,"Big Roc Tools, Inc.","Big Roc Tools, Inc."
740,0:03-cv-02825,0:03-cv-02825-JNE-JGL,mnd,3103,Defendant,NSS Enterprises Inc,NSS Enterprises Inc an Ohio corporation
741,0:03-cv-02848,0:03-cv-02848-DSD-JGL,mnd,3105,Defendant,"Transaction Tracking Technologies, Inc.","Transaction Tracking Technologies, Inc. a Tennessee corporation,"
742,0:03-cv-02940,0:03-cv-02940-ADM-FLN,mnd,3107,Defendant,"Banter, Inc.","Banter, Inc. a Delaware corporation"
743,0:03-cv-02987,0:03-cv-02987-JNE-JGL,mnd,3110,Counter Claimant,"Coleman Powermate, Inc.","Coleman Powermate, Inc."
744,0:03-cv-02988,0:03-cv-02988-RHK-JSM,mnd,3114,Counter Claimant,"Defibtech, LLC.","Defibtech, LLC."
745,0:03-cv-02999,0:03-cv-02999-DSD-SRN,mnd,3119,Counter Claimant,Lancer Partnership Ltd.,Lancer Partnership Ltd.
746,0:03-cv-03060,0:03-cv-03060-PAM-RLE,mnd,3122,Defendant,"MarCom Technologies, Inc.","MarCom Technologies, Inc."
747,0:03-cv-03084,0:03-cv-03084-JNE-JGL,mnd,3127,Counter Claimant,Ancot Corporation,Ancot Corporation a California corporation
748,0:03-cv-03165,0:03-cv-03165-ADM-FLN,mnd,3131,Counter Claimant,"RightNow Technologies, Inc.","RightNow Technologies, Inc."
749,0:03-cv-03178,0:03-cv-03178-JMR-FLN,mnd,3134,Defendant,"JohnsonDiversey, Inc","JohnsonDiversey, Inc"
750,0:03-cv-03187,0:03-cv-03187-RHK-AJB,mnd,498319,Defendant,Omni Containment Systems LLC,Omni Containment Systems LLC
751,0:03-cv-03206,0:03-cv-03206-DWF-JSM,mnd,3144,Counter Claimant,Van Diest Supply Company,Van Diest Supply Company
752,0:03-cv-03266,0:03-cv-03266-PAM-JSM,mnd,3152,Counter Claimant,Hydro Systems Company,Hydro Systems Company
753,0:03-cv-03271,0:03-cv-03271-SRN,mnd,3159,Counter Claimant,"Concrete Products of New London, Inc.","Concrete Products of New London, Inc."
754,0:03-cv-03304,0:03-cv-03304-MJD-JGL,mnd,3166,Defendant,Tactical Software,"Tactical Software LLC, a New Hampshire corporation"
756,0:03-cv-03308,0:03-cv-03308-JMR-JSM,mnd,3170,Defendant,Data Transit Corporation,Data Transit Corporation a Delaware corporation
757,0:03-cv-03325,0:03-cv-03325-DWF-SRN,mnd,3174,Counter Claimant,"Halcyon Waterspring, Inc.","Halcyon Waterspring, Inc."
758,0:03-cv-03345,0:03-cv-03345-DSD-AJB,mnd,3177,Defendant,David P Clark,David P Clark
759,0:03-cv-03363,0:03-cv-03363-ADM-FLN,mnd,3180,Defendant,Egain Communications Corp.,Egain Communications Corp.
760,0:03-cv-03364,0:03-cv-03364-MJD-AJB,mnd,3184,Counter Claimant,Dupont Dow Elastomers LLC,Dupont Dow Elastomers LLC
762,0:03-cv-03422,0:03-cv-03422-MJD-JSM,mnd,3205,Counter Claimant,Solia Technology LLC,Solia Technology LLC
763,0:03-cv-03453,0:03-cv-03453-JRT-FLN,mnd,3215,Counter Claimant,"Burris Photography, Inc.","Burris Photography, Inc."
764,0:03-cv-03465,0:03-cv-03465-ADM-AJB,mnd,3219,Defendant,Ming-Chin Chou,Ming-Chin Chou
765,0:03-cv-03472,0:03-cv-03472-JRT-FLN,mnd,428111,Counter Claimant,"ULTRA-SAFE, INC","ULTRA-SAFE, INC"
766,0:03-cv-03488,0:03-cv-03488-DWF-AJB,mnd,3227,Counter Claimant,Ameritek Industries LLC,Ameritek Industries LLC
767,0:03-cv-03493,0:03-cv-03493-JNE-JGL,mnd,3231,Defendant,Data Metalcraft Inc,Data Metalcraft Inc
768,0:03-cv-03639,0:03-cv-03639-RHK-AJB,mnd,3233,Defendant,Robert W Hasel,Robert W Hasel Dr.
769,0:03-cv-03645,0:03-cv-03645-JMR-JSM,mnd,3236,Defendant,Bacou-Dalloz USA Inc,Bacou-Dalloz USA Inc doing business as Miller
770,0:03-cv-04121,0:03-cv-04121-ADM-JSM,mnd,3243,Counter Claimant,"Toyota Motor Sales, U.S.A., Inc.","Toyota Motor Sales, U.S.A., Inc."
771,0:03-cv-04184,0:03-cv-04184-PAM-RLE,mnd,3257,Counter Claimant,"I/O Concepts, Inc.","I/O Concepts, Inc."
772,0:03-cv-04404,0:03-cv-04404-JRT-FLN,mnd,3264,Defendant,Altaireyewear,Altaireyewear
773,0:03-cv-04405,0:03-cv-04405-JMR-FLN,mnd,3266,Defendant,Liberty Optical Inc,Liberty Optical Inc
774,0:03-cv-04505,0:03-cv-04505-JNE-JGL,mnd,3268,Defendant,Carel USA,Carel USA
775,0:03-cv-04513,0:03-cv-04513-DSD-SRN,mnd,3271,Defendant,Rexall Sundown Inc,Rexall Sundown Inc
776,0:03-cv-04886,0:03-cv-04886-RHK-AJB,mnd,452073,Counter Claimant,Nol-Tec Systems Inc,Nol-Tec Systems Inc TERMINATED: 01/03/2006
777,0:03-cv-04917,0:03-cv-04917-ADM-FLN,mnd,3291,Defendant,"Serviceware Technologies, Inc.","Serviceware Technologies, Inc."
778,0:03-cv-05036,0:03-cv-05036-PAM-RLE,mnd,3294,Defendant,"Schwing America, Inc.","Schwing America, Inc."
779,0:03-cv-05056,0:03-cv-05056-JNE-JSM,mnd,3297,Defendant,"Rehau, Incorporated","Rehau, Incorporated"
780,0:03-cv-05115,0:03-cv-05115-ADM-AJB,mnd,3301,Defendant,Glsynthesis Inc,Glsynthesis Inc TERMINATED: 10/08/2003
782,0:03-cv-05277,0:03-cv-05277-JRT-FLN,mnd,3309,Counter Claimant,"B & O Manufacturing, Inc.","B & O Manufacturing, Inc."
783,0:03-cv-05282,0:03-cv-05282-ADM-FLN,mnd,3319,Counter Claimant,David A Stampe,David A Stampe
784,0:03-cv-05292,0:03-cv-05292-MJD-AJB,mnd,3330,Counter Claimant,"Moldex-Metric, Inc.","Moldex-Metric, Inc."
785,0:03-cv-05308,0:03-cv-05308-DWF-AJB,mnd,3335,Counter Claimant,Noramtech Corporation,Noramtech Corporation
786,0:03-cv-05438,0:03-cv-05438-JRT-AJB,mnd,3341,Defendant,"ACCO Brands, Inc.","ACCO Brands, Inc."
787,0:03-cv-05444,0:03-cv-05444-JNE-JSM,mnd,3344,Defendant,"Enzymatic Therapy, Inc.","Enzymatic Therapy, Inc."
788,0:03-cv-05460,0:03-cv-05460-ADM-AJB,mnd,506125,Defendant,NorthPole Limited,NorthPole Limited
789,0:03-cv-05463,0:03-cv-05463-DSD-SRN,mnd,3350,Counter Claimant,Mine Safety Appliance Company,Mine Safety Appliance Company doing business as MSA
790,0:03-cv-05526,0:03-cv-05526-RHK-AJB,mnd,3353,Defendant,"Protek Medical Products, Inc.","Protek Medical Products, Inc."
791,0:03-cv-05565,0:03-cv-05565-JNE-JGL,mnd,3355,Defendant,Alpha Imports NY Inc,Alpha Imports NY Inc
793,0:03-cv-05759,0:03-cv-05759-RHK-AJB,mnd,3367,Counter Claimant,Mentor Corporation,Mentor Corporation a Minnesota corporation
794,0:03-cv-05813,0:03-cv-05813-ADM-AJB,mnd,3370,Defendant,Spray-Air Technologies Ltd.,Spray-Air Technologies Ltd.
795,0:03-cv-06074,0:03-cv-06074-JNE-AJB,mnd,3375,Defendant,Saquam Ltd. Co.,Saquam Ltd. Co.
796,0:03-cv-06183,0:03-cv-06183-JMR-FLN,mnd,3392,Counter Claimant,"Maxtec, Inc.","Maxtec, Inc. a Utah corporation"
797,0:03-cv-06187,0:03-cv-06187-MJD-JGL,mnd,3395,Defendant,Harris Companies LLC,Harris Companies LLC doing business as Edgefield Outdoor Products
798,0:03-cv-06297,0:03-cv-06297-DWF-SRN,mnd,3397,Defendant,Kalot Industries Inc,Kalot Industries Inc
799,0:03-cv-06363,0:03-cv-06363-DSD-SRN,mnd,3400,Defendant,Carel USA,Carel USA
800,0:03-cv-60173,0:03-cv-60173-PCH,flsd,3403,Counter Claimant,"Head-Lite, L.L.C.","Head-Lite, L.L.C."
801,0:03-cv-60458,0:03-cv-60458-JEM,flsd,537853,Counter Claimant,"SUD-CHEMIE, INC.","SUD-CHEMIE, INC."
802,0:03-cv-60493,0:03-cv-60493-JIC,flsd,3412,Counter Claimant,Ella Frenkel Licht,Ella Frenkel Licht
803,0:03-cv-60703,0:03-cv-60703-PCH,flsd,3427,Counter Claimant,"Andrx Pharmaceuticals, Inc.","Andrx Pharmaceuticals, Inc."
805,0:03-cv-60867,0:03-cv-60867-SH,flsd,3439,Counter Claimant,"Andrx Labs, Inc.","Andrx Labs, Inc."
806,0:03-cv-60943,0:03-cv-60943-MGC,flsd,3446,Counter Claimant,"Pricegrabber.com, Inc.","Pricegrabber.com, Inc."
807,0:03-cv-61124,0:03-cv-61124-KAM,flsd,3450,Defendant,"Atlantic Trading Co. East, Inc.","Atlantic Trading Co. East, Inc. doing business as Atlantic Trading Co., Inc. doing business as Atlantic Trading Company"
808,0:03-cv-61146,0:03-cv-61146-JEM,flsd,3454,Defendant,"All Fit, Inc.","All Fit, Inc."
809,0:03-cv-61160,0:03-cv-61160-ASG,flsd,3458,Defendant,Teresa P. Biber,Teresa P. Biber
810,0:03-cv-61293,0:03-cv-61293-AJ,flsd,509684,Defendant,E&B Giftware LLC,E&B Giftware LLC
811,0:03-cv-61462,0:03-cv-61462-PCH,flsd,3466,Defendant,"Norpro, Inc.","Norpro, Inc."
812,0:03-cv-61627,0:03-cv-61627-FAM,flsd,3469,Counter Claimant,Mares America Corp.,Mares America Corp.
813,0:03-cv-61628,0:03-cv-61628-KAM,flsd,430015,Counter Claimant,"Aqua-Lung America, Inc.","Aqua-Lung America, Inc."
814,0:03-cv-61637,0:03-cv-61637-MGC,flsd,3476,Defendant,"Litex Industries, Inc.","Litex Industries, Inc. a Texas corporation"
815,0:03-cv-61784,0:03-cv-61784-ASG,flsd,3480,Defendant,Teresa P. Biber,Teresa P. Biber
816,0:03-cv-61798,0:03-cv-61798-PAS,flsd,3483,Defendant,"Custom Buoyancy, Inc.","Custom Buoyancy, Inc. a California corporation"
817,0:03-cv-61799,0:03-cv-61799-WPD,flsd,3487,Defendant,"Michael, Inc.","Michael, Inc."
818,0:03-cv-61801,0:03-cv-61801-FAM,flsd,3490,Counter Claimant,"Sherwood Scuba, LLC","Sherwood Scuba, LLC"
819,0:03-cv-61802,0:03-cv-61802-FAM,flsd,3493,Defendant,Hughco Sales Company,Hughco Sales Company
820,0:03-cv-61803,0:03-cv-61803-JIC,flsd,3496,Counter Claimant,"Ocean Management Systems, Inc.","Ocean Management Systems, Inc."
821,0:03-cv-61804,0:03-cv-61804-WJZ,flsd,3499,Defendant,"Tabat USA, Inc.","Tabat USA, Inc."
822,0:03-cv-61806,0:03-cv-61806-PCH,flsd,3501,Defendant,"Deepoutdoors, Inc","Deepoutdoors, Inc"
823,0:03-cv-61807,0:03-cv-61807-WPD,flsd,3504,Counter Claimant,Patrick Duffy,Patrick Duffy doing business as Oxycheq
824,0:03-cv-61808,0:03-cv-61808-PAS,flsd,3507,Defendant,"Divetek, Inc.","Divetek, Inc. a California corporation"
825,0:03-cv-61809,0:03-cv-61809-MGC,flsd,3510,Counter Claimant,"Lamartek, Inc.","Lamartek, Inc. doing business as Dive Rite"
826,0:03-cv-61810,0:03-cv-61810-JAL,flsd,3513,Defendant,"Abysmal Diving, Inc.","Abysmal Diving, Inc. a Colorado corporation"
827,0:03-cv-61811,0:03-cv-61811-CMA,flsd,3516,Counter Claimant,"Cressi-Sub U.S.A., Inc.","Cressi-Sub U.S.A., Inc."
828,0:03-cv-62196,0:03-cv-62196-CMA,flsd,3522,Defendant,"Walgreens, Inc.","Walgreens, Inc. a Delaware corporation"
829,0:03-cv-62202,0:03-cv-62202-CMA,flsd,3526,Counter Claimant,Bianca Marsapia,Bianca Marsapia doing business as Megatan
830,0:03-cv-62247,0:03-cv-62247-KAM,flsd,3531,Defendant,"R&B Gear, Inc.","R&B Gear, Inc. TERMINATED: 04/29/2004"
831,0:03-cv-62283,0:03-cv-62283-PCH,flsd,3535,Defendant,"Andrx Pharmaceuticals, Inc.","Andrx Pharmaceuticals, Inc."
832,0:04-cv-00009,0:04-cv-00009-JNE-JGL,mnd,529085,Counter Defendant,3M Innovative Properties Company,3M Innovative Properties Company
833,0:04-cv-00077,0:04-cv-00077-DSD-SRN,mnd,3538,Counter Claimant,"Cor-A-Vent, Inc","Cor-A-Vent, Inc an Indiana corporation"
834,0:04-cv-00089,0:04-cv-00089-DWF-SRN,mnd,3543,Defendant,"Pen Station, Inc.","Pen Station, Inc."
835,0:04-cv-00123,0:04-cv-00123-ADM-AJB,mnd,3546,Defendant,Chien-Min Sung,Chien-Min Sung
836,0:04-cv-00161,0:04-cv-00161-ADM-AJB,mnd,3550,Counter Claimant,Leonard D Lome,Leonard D Lome
837,0:04-cv-00169,0:04-cv-00169-DSD-SRN,mnd,537596,Defendant,NorthPole Limited,NorthPole Limited
838,0:04-cv-00173,0:04-cv-00173-JMR-FLN,mnd,486095,Counter Claimant,Jack Guttman Inc,Jack Guttman Inc
839,0:04-cv-00175,0:04-cv-00175-JRT-FLN,mnd,3564,Defendant,Regal-Beloit Corp.,Regal-Beloit Corp.
840,0:04-cv-00587,0:04-cv-00587-ADM-AJB,mnd,3566,Defendant,"Sauk Centre Welding & Machine Works, Inc.","Sauk Centre Welding & Machine Works, Inc."
841,0:04-cv-00605,0:04-cv-00605-PAM-RLE,mnd,3568,Defendant,White Metal Golf,White Metal Golf
842,0:04-cv-00662,0:04-cv-00662-PAM-JSM,mnd,492864,Counter Claimant,"Barry Fiala, Inc.","Barry Fiala, Inc."
843,0:04-cv-00682,0:04-cv-00682-JRT-RLE,mnd,3579,Defendant,"Marcum Technologies, Inc.","Marcum Technologies, Inc."
844,0:04-cv-00891,0:04-cv-00891-JMR-FLN,mnd,3582,Defendant,Brian A Bogosian,Brian A Bogosian
845,0:04-cv-00907,0:04-cv-00907-JNE-AJB,mnd,3590,Counter Claimant,"Northwest Airlines, Inc.","Northwest Airlines, Inc. a domestic corporation"
846,0:04-cv-00927,0:04-cv-00927-DSD-SRN,mnd,3594,Defendant,"Step Saver, Inc.","Step Saver, Inc. a Minnesota corporation"
847,0:04-cv-00968,0:04-cv-00968-PJS-RLE,mnd,3598,Counter Claimant,"Silver Eagle Labs, Inc.","Silver Eagle Labs, Inc."
848,0:04-cv-01000,0:04-cv-01000-RHK-AJB,mnd,560105,Counter Claimant,American Medical Systems Inc,American Medical Systems Inc
849,0:04-cv-01016,0:04-cv-01016-JMR-FLN,mnd,3614,Counter Claimant,"Pacesetter, Inc.","Pacesetter, Inc."
850,0:04-cv-01017,0:04-cv-01017-JRT-FLN,mnd,519164,Counter Claimant,"Iris Ltd., Inc.","Iris Ltd., Inc."
851,0:04-cv-01067,0:04-cv-01067-RHK-AJB,mnd,3622,Defendant,Daveco Technology,Daveco Technology
852,0:04-cv-01074,0:04-cv-01074-PAM-JSM,mnd,3624,Defendant,"O'Brien International, Inc.","O'Brien International, Inc."
853,0:04-cv-01075,0:04-cv-01075-ADM-AJB,mnd,3629,Counter Claimant,Rain Bird Corporation,Rain Bird Corporation a California Corporation
854,0:04-cv-01165,0:04-cv-01165-ADM-RLE,mnd,3632,Defendant,"Cellular Mobile Systems of St. Cloud, LLC","Cellular Mobile Systems of St. Cloud, LLC"
855,0:04-cv-01166,0:04-cv-01166-RHK-RLE,mnd,547894,Defendant,Rural Cellular Corporation,Rural Cellular Corporation
856,0:04-cv-01215,0:04-cv-01215-MJD-JGL,mnd,494754,Defendant,"RightNow Technologies, Inc.","RightNow Technologies, Inc."
857,0:04-cv-01356,0:04-cv-01356-RHK-AJB,mnd,3634,Defendant,"StrataPoint, Inc.","StrataPoint, Inc. TERMINATED: 10/11/2004"
858,0:04-cv-01366,0:04-cv-01366-JRT-FLN,mnd,469554,Defendant,"SAMSUNG ELECTRONICS CO., LTD.","SAMSUNG ELECTRONICS CO., LTD."
859,0:04-cv-01401,0:04-cv-01401-ADM-SRN,mnd,3643,Defendant,"Scimed Life Systems, Inc.","Scimed Life Systems, Inc. a Minnesota Corporation"
860,0:04-cv-01422,0:04-cv-01422-JMR-JSM,mnd,3647,Defendant,Robert Rogers Yocum,Robert Rogers Yocum
861,0:04-cv-01438,0:04-cv-01438-DWF-FLN,mnd,3650,Defendant,"Medline Industries, Inc.","Medline Industries, Inc."
862,0:04-cv-01451,0:04-cv-01451-MJD-JGL,mnd,3654,Defendant,Scheu & Kniss,"Scheu & Kniss a division of Elizabeth Carbide Die Co., Inc."
863,0:04-cv-01499,0:04-cv-01499-JNE-JJG,mnd,3658,Counter Claimant,"Rhodes International, Inc.","Rhodes International, Inc. a Nevada corporation,"
864,0:04-cv-01560,0:04-cv-01560-DWF-SRN,mnd,3663,Counter Claimant,"Lantronix, Inc.","Lantronix, Inc. a Delaware Corporation"
865,0:04-cv-01585,0:04-cv-01585-JNE-JGL,mnd,3666,Defendant,"Orient International Jewelry Trading, Inc.","Orient International Jewelry Trading, Inc."
866,0:04-cv-01586,0:04-cv-01586-DWF-SRN,mnd,3669,Defendant,"SkinChoice.com, LLC","SkinChoice.com, LLC doing business as Dak Pharmaceuticals"
867,0:04-cv-01590,0:04-cv-01590-PJS-RLE,mnd,3672,Counter Claimant,"Switchcraft, Inc.","Switchcraft, Inc."
868,0:04-cv-01593,0:04-cv-01593-JMR-FLN,mnd,3677,Defendant,Kimble Mixer Company,Kimble Mixer Company
869,0:04-cv-01594,0:04-cv-01594-JMR-FLN,mnd,3679,Defendant,Terex Advance Mixer Inc.,Terex Advance Mixer Inc.
870,0:04-cv-01695,0:04-cv-01695-DWF-SRN,mnd,3682,Defendant,"Cardinal Brands, Inc","Cardinal Brands, Inc"
871,0:04-cv-01712,0:04-cv-01712-MJD-JGL,mnd,473019,Counter Claimant,"TheraSense, Inc.","TheraSense, Inc."
872,0:04-cv-02476,0:04-cv-02476-JFA,scd,459455,Defendant,TIMCAL SA,TIMCAL SA
873,0:04-cv-02600,0:04-cv-02600-JRT-FLN,mnd,3690,Defendant,AP Specialties,AP Specialties
874,0:04-cv-02611,0:04-cv-02611-MJD-JJG,mnd,3693,Defendant,George R Neely,George R Neely
875,0:04-cv-02663,0:04-cv-02663-RHK-AJB,mnd,3698,Counter Claimant,"Essilor of America, Inc.","Essilor of America, Inc. a Florida Corporation"
876,0:04-cv-02667,0:04-cv-02667-JRT-FLN,mnd,3702,Counter Claimant,"Iomed, Inc.","Iomed, Inc. a Utah Corporation"
877,0:04-cv-02669,0:04-cv-02669-MJD-AJB,mnd,3706,Defendant,"Medtronic, Inc.","Medtronic, Inc. a Minnesota corporation"
878,0:04-cv-02679,0:04-cv-02679-JNE-JSM,mnd,3712,Counter Claimant,"Baldwin Filters, Inc","Baldwin Filters, Inc a Delaware corporation"
879,0:04-cv-02680,0:04-cv-02680-JNE-JSM,mnd,3716,Counter Claimant,"Cummins Filtration, Inc.","Cummins Filtration, Inc. an Indiana Corporation, f/k/a Fleetguard, Inc., a Tennessee Corporation"
880,0:04-cv-02710,0:04-cv-02710-ADM-AJB,mnd,3721,Defendant,Steve Dodds,Steve Dodds
882,0:04-cv-02918,0:04-cv-02918-JNE-JGL,mnd,3729,Counter Claimant,"Versamed Medical Systems, Inc","Versamed Medical Systems, Inc"
883,0:04-cv-02996,0:04-cv-02996-JNE-SRN,mnd,533825,Defendant,Acacia Media Technology Corp,Acacia Media Technology Corp
884,0:04-cv-03049,0:04-cv-03049-JMR-FLN,mnd,3735,Counter Claimant,"PestWest USA, LLC.","PestWest USA, LLC."
885,0:04-cv-03177,0:04-cv-03177-JRT-RLE,mnd,3739,Counter Claimant,"Portaco, Inc.","Portaco, Inc."
886,0:04-cv-03178,0:04-cv-03178-JNE-SRN,mnd,497747,Counter Claimant,Del Laboratories Inc,Del Laboratories Inc
887,0:04-cv-03203,0:04-cv-03203-RHK-AJB,mnd,3746,Defendant,"Spine Wave, Inc.","Spine Wave, Inc."
888,0:04-cv-03339,0:04-cv-03339-DWF-SRN,mnd,3749,Defendant,T.Koros Surigical Instruments Corp,T.Koros Surigical Instruments Corp
889,0:04-cv-03358,0:04-cv-03358-ADM-AJB,mnd,451831,Counter Claimant,Ocean Spray Cranberries Inc,Ocean Spray Cranberries Inc
890,0:04-cv-03376,0:04-cv-03376-RHK-RLE,mnd,3756,Counter Claimant,"Avon Plastics, Inc","Avon Plastics, Inc"
891,0:04-cv-03419,0:04-cv-03419-ADM-RLE,mnd,3759,Defendant,"Polaris Industries, Inc.","Polaris Industries, Inc. a Minnesota corporation"
892,0:04-cv-03520,0:04-cv-03520-MJD-JGL,mnd,3764,Counter Claimant,"Board Dudes, Inc., The","Board Dudes, Inc., The a California Corporation"
893,0:04-cv-03566,0:04-cv-03566-JMR-FLN,mnd,3768,Defendant,"MFD, Inc.","MFD, Inc."
894,0:04-cv-03994,0:04-cv-03994-JRT-FLN,mnd,3770,Defendant,Pride Solutions,"Pride Solutions LLC, a Minnesota limited liability company doing business as C&A Ultra Pro"
895,0:04-cv-04069,0:04-cv-04069-DWF-JSM,mnd,3773,Defendant,US Cable Holdings LP,US Cable Holdings LP
896,0:04-cv-04200,0:04-cv-04200-JNE-SRN,mnd,3783,Counter Claimant,"Cardia, Inc.","Cardia, Inc."
897,0:04-cv-04486,0:04-cv-04486-JMR-FLN,mnd,3787,Defendant,Nitinol Medical Technologies Inc,"Nitinol Medical Technologies Inc doing business asNMT Medical, Inc."
898,0:04-cv-04508,0:04-cv-04508-DWF-AJB,mnd,523081,Defendant,Bullet Line Inc.,Bullet Line Inc.
899,0:04-cv-04529,0:04-cv-04529-JRT-FLN,mnd,3792,Defendant,TDC Filter Manufacturing Inc,TDC Filter Manufacturing Inc
900,0:04-cv-04544,0:04-cv-04544-ADM-JSM,mnd,3801,Counter Claimant,Medical Management International Inc,Medical Management International Inc
901,0:04-cv-04545,0:04-cv-04545-ADM-AJB,mnd,3806,Counter Claimant,"Allflex USA, Inc.","Allflex USA, Inc."
902,0:04-cv-04583,0:04-cv-04583-JMR-FLN,mnd,564315,Counter Claimant,Adidas America Inc.,Adidas America Inc. TERMINATED: 08/25/2005
903,0:04-cv-04638,0:04-cv-04638-JNE-SRN,mnd,3837,Counter Claimant,AIG Technologies Inc,AIG Technologies Inc a New Hampshire corporation
904,0:04-cv-04708,0:04-cv-04708-RHK-JSM,mnd,547677,Counter Claimant,Big Lots,Big Lots
905,0:04-cv-04725,0:04-cv-04725-RHK-JJG,mnd,3846,Defendant,Dayco Enterprises Inc,Dayco Enterprises Inc doing business as Wade Automotive Products
906,0:04-cv-04746,0:04-cv-04746-MJD-JGL,mnd,3848,Defendant,Kitchenstock Inc,Kitchenstock Inc
907,0:04-cv-04778,0:04-cv-04778-ADM-AJB,mnd,491893,Defendant,Street & Performance Electronics Inc.,Street & Performance Electronics Inc.
908,0:04-cv-04779,0:04-cv-04779-DWF-JSM,mnd,3852,Defendant,"Apel International, Inc.","Apel International, Inc."
909,0:04-cv-04855,0:04-cv-04855-JNE-FLN,mnd,3855,Counter Claimant,Benson Medical Instruments Company,Benson Medical Instruments Company
910,0:04-cv-04859,0:04-cv-04859-JNE-JGL,mnd,3860,Counter Claimant,"Louis M. Gerson Company, Inc","Louis M. Gerson Company, Inc"
911,0:04-cv-04962,0:04-cv-04962-JNE-JSM,mnd,3880,Counter Claimant,Guidant Sales Corporation,Guidant Sales Corporation
912,0:04-cv-04968,0:04-cv-04968-PAM-JSM,mnd,3885,Defendant,"Posapac, LLC","Posapac, LLC Tennessee corporations"
913,0:04-cv-05012,0:04-cv-05012-DWF-JSM,mnd,3887,Defendant,"ADVANCE INTERNATIONAL, INC","ADVANCE INTERNATIONAL, INC and"
914,0:04-cv-05061,0:04-cv-05061-PJS-RLE,mnd,3891,Counter Claimant,"Thermo Engine Supply, Inc.","Thermo Engine Supply, Inc."
915,0:04-cv-05119,0:04-cv-05119-JMR-RLE,mnd,3896,Counter Claimant,Triton Corporation,Triton Corporation
916,0:04-cv-05120,0:04-cv-05120-DWF-RLE,mnd,3901,Counter Claimant,Newmans' Manufacturing Incorporated,Newmans' Manufacturing Incorporated
918,0:04-cv-60326,0:04-cv-60326-KAM,flsd,8,Counter Claimant,Rinker Boat Company,Rinker Boat Company
919,0:04-cv-60592,0:04-cv-60592-WPD,flsd,3927,Counter Claimant,"Bennington Golf Company, Inc.","Bennington Golf Company, Inc."
920,0:04-cv-60610,0:04-cv-60610-DLG,flsd,3931,Defendant,William R. Post,William R. Post an individual
921,0:04-cv-61076,0:04-cv-61076-JEM,flsd,3937,Consol Defendant,"Scavenger Boat Works, LLC","Scavenger Boat Works, LLC a Delaware limited liability company"
922,0:04-cv-61148,0:04-cv-61148-JIC,flsd,3953,Defendant,"Dee Zee, Inc.","Dee Zee, Inc."
923,0:04-cv-61321,0:04-cv-61321-MGC,flsd,428417,Defendant,"Litex Industries, Inc.","Litex Industries, Inc."
924,0:04-cv-61352,0:04-cv-61352-MGC,flsd,3956,Counter Claimant,Rinker Materials Corporation,Rinker Materials Corporation
925,0:04-cv-61703,0:04-cv-61703-KAM,flsd,3961,Counter Claimant,"Heartware,Inc.","Heartware,Inc."
926,0:04-cv-61704,0:04-cv-61704-CMA,flsd,3971,Counter Claimant,Abrika Pharmaceuticals LLLP,Abrika Pharmaceuticals LLLP
927,0:05-cv-00026,0:05-cv-00026-MJD-SRN,mnd,3979,Counter Claimant,"Louis M. Gerson Co., Inc","Louis M. Gerson Co., Inc"
928,0:05-cv-00095,0:05-cv-00095-ADM-AJB,mnd,3984,Defendant,"Moldex-Metric, Inc.","Moldex-Metric, Inc."
